"affected_games","agreement","annotation_id","annotator","author_playtime_at_review_min","author_playtime_overall_min","combined_rating","combined_rating_display","created_at","criticism-praise-developer-publisher","criticism-praise-game-content","criticism-praise-ideological","criticism-praise-political","funny_score","game","game_description","game_name_display","game_received_for_free","id","input_ids","is-game-related","is-review-bombing","last_updated_formatted","lead_time","rating","release_date","review","review_bomb_reason","review_bomb_time","review_bomb_type","review_date","review_date_datetime","source","steam_rating_positive","updated_at","was_steam_purchase"
"Assassin's Creed Unity",88.88888888888889,31385571,"18232","","","Empfohlen","10 von 10","2024-02-22T11:35:39.429028Z","Ja","Ja","Nein","Nein","","Assassins Creed Unity","Paris, 1789. The French Revolution turns a once-magnificent city into a land of terror and chaos. Its cobblestone streets flow red with the blood of commoners who dared to rise up against the murderous aristocracy. As the nation rips itself apart, a younger man named Arno embarks on a harrowing journey to expose the authentic powers behind the Revolution. His pursuit thrusts him into the middle of a ruthless struggle for the fate of a nation, and transform him into a true Master Assassin. From the storming of the Bastille to the killing of King Louis XVI, experience the French Revolution unlike any medium that has come before, and assist the people of France carve out for themselves an entirely new destiny.","Assassin's Creed Unity","",91871038,"[  101  2028  1997  1996  2190  9353  2399  2020  1057 18477 15794  2941
  2288  2009  2157  1012  2009  1005  1055  4569  1998  2987  1005  1056
  2202  6391  2086  2000  3926  1012  1996  2069 12482  5178  2003  1996
 12702  6494  3619 18908  8496  1012   102]","Ja","Nein","",55.435,10.0,"11.11.2014","One of the best AC games were Ubisoft actually got it right. It's fun and doesn't take 84 years to finish. The only downside is the microtransactions.","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","10.05.2019","10.05.2019","Metacritic","","2024-02-22T11:35:39.429046Z",""
"Assassin's Creed Unity",88.88888888888889,30487981,"17568","","","Empfohlen","10 von 10","2024-02-08T09:49:17.197841Z","Ja","Ja","Nein","Nein","","Assassins Creed Unity","Paris, 1789. The French Revolution turns a once-magnificent city into a land of terror and chaos. Its cobblestone streets flow red with the blood of commoners who dared to rise up against the murderous aristocracy. As the nation rips itself apart, a younger man named Arno embarks on a harrowing journey to expose the authentic powers behind the Revolution. His pursuit thrusts him into the middle of a ruthless struggle for the fate of a nation, and transform him into a true Master Assassin. From the storming of the Bastille to the killing of King Louis XVI, experience the French Revolution unlike any medium that has come before, and assist the people of France carve out for themselves an entirely new destiny.","Assassin's Creed Unity","",91871038,"[  101  2028  1997  1996  2190  9353  2399  2020  1057 18477 15794  2941
  2288  2009  2157  1012  2009  1005  1055  4569  1998  2987  1005  1056
  2202  6391  2086  2000  3926  1012  1996  2069 12482  5178  2003  1996
 12702  6494  3619 18908  8496  1012   102]","Ja","Nein","",11.738,10.0,"11.11.2014","One of the best AC games were Ubisoft actually got it right. It's fun and doesn't take 84 years to finish. The only downside is the microtransactions.","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","10.05.2019","10.05.2019","Metacritic","","2024-02-08T09:49:17.197864Z",""
"Assassin's Creed Unity",77.77777777777777,31883251,"15657",368.0,1730.0,"Empfohlen","Empfohlen","2024-03-02T22:44:00.731019Z","Nein","Ja","Nein","Nein",0.0,"Assassins Creed Unity","Assassin’s Creed® Unity tells the story of Arno, a young man who embarks upon an extraordinary journey to expose the true powers behind the French Revolution. In the brand new co-op mode, you and your friends will also be thrown in the middle of a ruthless struggle for the fate of a nation.","Assassin's Creed Unity",False,91871039,"[ 101 2307 2208 1010 1022 1012 1019 1013 2184  102]","Nein","Ja","01.07.2019 14:59:16",17.268,"","12.11.2014","Great game, 8.5/10","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","01.07.2019 14:59:16","01.07.2019","Steam",True,"2024-03-02T22:44:00.731045Z",True
"Assassin's Creed Unity",77.77777777777777,31385580,"18232",368.0,1730.0,"Empfohlen","Empfohlen","2024-02-22T11:35:50.695518Z","Nein","Ja","Nein","Nein",0.0,"Assassins Creed Unity","Assassin’s Creed® Unity tells the story of Arno, a young man who embarks upon an extraordinary journey to expose the true powers behind the French Revolution. In the brand new co-op mode, you and your friends will also be thrown in the middle of a ruthless struggle for the fate of a nation.","Assassin's Creed Unity",False,91871039,"[ 101 2307 2208 1010 1022 1012 1019 1013 2184  102]","Ja","Nein","01.07.2019 14:59:16",10.183,"","12.11.2014","Great game, 8.5/10","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","01.07.2019 14:59:16","01.07.2019","Steam",True,"2024-02-22T11:35:50.695544Z",True
"Assassin's Creed Unity",77.77777777777777,30487999,"17568",368.0,1730.0,"Empfohlen","Empfohlen","2024-02-08T09:49:27.303286Z","Nein","Ja","Nein","Nein",0.0,"Assassins Creed Unity","Assassin’s Creed® Unity tells the story of Arno, a young man who embarks upon an extraordinary journey to expose the true powers behind the French Revolution. In the brand new co-op mode, you and your friends will also be thrown in the middle of a ruthless struggle for the fate of a nation.","Assassin's Creed Unity",False,91871039,"[ 101 2307 2208 1010 1022 1012 1019 1013 2184  102]","Ja","Nein","01.07.2019 14:59:16",9.336,"","12.11.2014","Great game, 8.5/10","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","01.07.2019 14:59:16","01.07.2019","Steam",True,"2024-02-08T09:49:27.303304Z",True
"Assassin's Creed Unity",88.88888888888889,31883254,"15657",2074.0,2460.0,"Empfohlen","Empfohlen","2024-03-02T22:44:12.048253Z","Nein","Ja","Nein","Nein",0.0,"Assassins Creed Unity","Assassin’s Creed® Unity tells the story of Arno, a young man who embarks upon an extraordinary journey to expose the true powers behind the French Revolution. In the brand new co-op mode, you and your friends will also be thrown in the middle of a ruthless struggle for the fate of a nation.","Assassin's Creed Unity",False,91871040,"[  101  2200  5744 11247  1998  2204  7661  3989  1012   102]","Ja","Ja","22.04.2019 19:38:54",10.409,"","12.11.2014","Very smooth gameplay and good customization.","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","22.04.2019 19:38:54","22.04.2019","Steam",True,"2024-03-02T22:44:12.048269Z",True
"Assassin's Creed Unity",88.88888888888889,31385584,"18232",2074.0,2460.0,"Empfohlen","Empfohlen","2024-02-22T11:36:03.822717Z","Nein","Ja","Nein","Nein",0.0,"Assassins Creed Unity","Assassin’s Creed® Unity tells the story of Arno, a young man who embarks upon an extraordinary journey to expose the true powers behind the French Revolution. In the brand new co-op mode, you and your friends will also be thrown in the middle of a ruthless struggle for the fate of a nation.","Assassin's Creed Unity",False,91871040,"[  101  2200  5744 11247  1998  2204  7661  3989  1012   102]","Ja","Nein","22.04.2019 19:38:54",12.23,"","12.11.2014","Very smooth gameplay and good customization.","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","22.04.2019 19:38:54","22.04.2019","Steam",True,"2024-02-22T11:36:03.822734Z",True
"Assassin's Creed Unity",88.88888888888889,30488018,"17568",2074.0,2460.0,"Empfohlen","Empfohlen","2024-02-08T09:49:38.557599Z","Nein","Ja","Nein","Nein",0.0,"Assassins Creed Unity","Assassin’s Creed® Unity tells the story of Arno, a young man who embarks upon an extraordinary journey to expose the true powers behind the French Revolution. In the brand new co-op mode, you and your friends will also be thrown in the middle of a ruthless struggle for the fate of a nation.","Assassin's Creed Unity",False,91871040,"[  101  2200  5744 11247  1998  2204  7661  3989  1012   102]","Ja","Nein","22.04.2019 19:38:54",10.469,"","12.11.2014","Very smooth gameplay and good customization.","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","22.04.2019 19:38:54","22.04.2019","Steam",True,"2024-02-08T09:49:38.557619Z",True
"Assassin's Creed Unity",77.77777777777779,31883264,"15657",606.0,1579.0,"Empfohlen","Empfohlen","2024-03-02T22:44:28.773791Z","Nein","Nein","Nein","Nein",0.0,"Assassins Creed Unity","Assassin’s Creed® Unity tells the story of Arno, a young man who embarks upon an extraordinary journey to expose the true powers behind the French Revolution. In the brand new co-op mode, you and your friends will also be thrown in the middle of a ruthless struggle for the fate of a nation.","Assassin's Creed Unity",False,91871041,"[ 101 2038 1996 2773 1000 4632 1000 3807 1999 1996 2516 1012 1045 2066
 1012  102]","Nein","Ja","29.06.2019 18:45:50",15.864,"","12.11.2014","Has the word ""ass"" twice in the title. I like.","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","29.06.2019 18:45:50","29.06.2019","Steam",True,"2024-03-02T22:44:28.773809Z",True
"Assassin's Creed Unity",77.77777777777779,31385615,"18232",606.0,1579.0,"Empfohlen","Empfohlen","2024-02-22T11:36:43.875027Z","Nein","Nein","Nein","Nein",0.0,"Assassins Creed Unity","Assassin’s Creed® Unity tells the story of Arno, a young man who embarks upon an extraordinary journey to expose the true powers behind the French Revolution. In the brand new co-op mode, you and your friends will also be thrown in the middle of a ruthless struggle for the fate of a nation.","Assassin's Creed Unity",False,91871041,"[ 101 2038 1996 2773 1000 4632 1000 3807 1999 1996 2516 1012 1045 2066
 1012  102]","Nein","Nein","29.06.2019 18:45:50",39.184,"","12.11.2014","Has the word ""ass"" twice in the title. I like.","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","29.06.2019 18:45:50","29.06.2019","Steam",True,"2024-02-22T11:36:43.875045Z",True
"Assassin's Creed Unity",77.77777777777779,30488067,"17568",606.0,1579.0,"Empfohlen","Empfohlen","2024-02-08T09:49:59.825843Z","Nein","Ja","Nein","Nein",0.0,"Assassins Creed Unity","Assassin’s Creed® Unity tells the story of Arno, a young man who embarks upon an extraordinary journey to expose the true powers behind the French Revolution. In the brand new co-op mode, you and your friends will also be thrown in the middle of a ruthless struggle for the fate of a nation.","Assassin's Creed Unity",False,91871041,"[ 101 2038 1996 2773 1000 4632 1000 3807 1999 1996 2516 1012 1045 2066
 1012  102]","Nein","Nein","29.06.2019 18:45:50",20.471,"","12.11.2014","Has the word ""ass"" twice in the title. I like.","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","29.06.2019 18:45:50","29.06.2019","Steam",True,"2024-02-08T09:49:59.825871Z",True
