Entwickler-Publisher,Kritik-Lob-Ideologisch,Kritik-Lob-Politisch,Kritik-Lob-Sonstiges,Spielinhalte,"affected_games","agreement","annotation_id","annotator","author_playtime_at_review_min","author_playtime_overall_min","combined_rating","combined_rating_display","created_at","funny_score","game","game_description","game_name_display","game_received_for_free","id","input_ids","lead_time","off-topic","rating","release_date","review",review-bombing,"review_bomb_reason","review_bomb_time","review_bomb_type","review_date","source","steam_rating_positive","updated_at","was_steam_purchase"
"Nein","no","Nein","Nein","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",80.95238095238095,29825999,"17156","","","Nicht empfohlen","0 von 10","2024-01-25T17:42:40.933369Z","","The Witcher 3: Wild Hunt","The Complete Edition includes The Witcher 3: Wild Hunt, all 16 DLC packs, and two Expansion Packs: Hearts of Stone & Blood and Wine.","The Witcher 3: Wild Hunt - Complete Edition","",89822468,"[  101  2196  2377  1010  2051  2000 13842  2017  2097  2196  2131  2067
  1010  9202  1999  2296  7814  1012   102]",33.8,"Ja",0.0,"15.10.2019","Never play, time to wasted you will never get back, horrible in every aspect.","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","05.03.2022","Metacritic","","2024-01-25T17:42:40.933389Z",""
"Nein","no","Nein","Ja","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",80.95238095238095,29758095,"17120","","","Nicht empfohlen","0 von 10","2024-01-24T15:42:31.151751Z","","The Witcher 3: Wild Hunt","The Complete Edition includes The Witcher 3: Wild Hunt, all 16 DLC packs, and two Expansion Packs: Hearts of Stone & Blood and Wine.","The Witcher 3: Wild Hunt - Complete Edition","",89822468,"[  101  2196  2377  1010  2051  2000 13842  2017  2097  2196  2131  2067
  1010  9202  1999  2296  7814  1012   102]",23.404,"Ja",0.0,"15.10.2019","Never play, time to wasted you will never get back, horrible in every aspect.","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","05.03.2022","Metacritic","","2024-01-24T15:42:31.151772Z",""
"Nein","no","Nein","Nein","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",80.95238095238096,29833745,"14445","","","Empfohlen","10 von 10","2024-01-25T23:38:57.054830Z","","Cyberpunk 2077","Cyberpunk 2077 is an open-world, action-adventure story set in Night City, a megalopolis obsessed with power, glamour and body modification. Assume the role of V, a mercenary outlaw going after a one-of-a-kind implant that is the key to immortality. You can customize your character’s cyberware, skillset and playstyle, and explore a vast city where the choices you make shape the story and the world around you. Become a cyberpunk, an urban mercenary equipped with cybernetic enhancements and build your legend on the streets of Night City. Take the riskiest job of your life and go after a prototype implant that is the key to immortality.","Cyberpunk 2077","",89822469,"[  101  2339  2106  2027  2031  2000  6752  1996  4888  2039  2061  2919
  1029  2023  2208  2003 17111  4365  2204  2044  1996 11829  8081  2229
  1012  2184  1013  2184  2035  1996  8795  2024  6126  1998 27427 23606
  2232  1996  2364  2466  2003  2307  1996  2217  3441  2003  2307  2069
 12087  2003  1996  3768  1997  2132 16283  2026 25869  4122  2000  4929
   102]",23.361,"Ja",10.0,"10.12.2020","Why did they have to mess the launch up so bad? This game is soo damn good after the bug fixes. 10/10

all the quest are voiced and indepth

the main story is great

the side stories is great

Only complaint is the lack of head ware my char wants to wear","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","17.03.2022","Metacritic","","2024-01-25T23:38:57.054847Z",""
"Nein","no","Nein","Nein","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",80.95238095238096,29826011,"17156","","","Empfohlen","10 von 10","2024-01-25T17:43:15.283946Z","","Cyberpunk 2077","Cyberpunk 2077 is an open-world, action-adventure story set in Night City, a megalopolis obsessed with power, glamour and body modification. Assume the role of V, a mercenary outlaw going after a one-of-a-kind implant that is the key to immortality. You can customize your character’s cyberware, skillset and playstyle, and explore a vast city where the choices you make shape the story and the world around you. Become a cyberpunk, an urban mercenary equipped with cybernetic enhancements and build your legend on the streets of Night City. Take the riskiest job of your life and go after a prototype implant that is the key to immortality.","Cyberpunk 2077","",89822469,"[  101  2339  2106  2027  2031  2000  6752  1996  4888  2039  2061  2919
  1029  2023  2208  2003 17111  4365  2204  2044  1996 11829  8081  2229
  1012  2184  1013  2184  2035  1996  8795  2024  6126  1998 27427 23606
  2232  1996  2364  2466  2003  2307  1996  2217  3441  2003  2307  2069
 12087  2003  1996  3768  1997  2132 16283  2026 25869  4122  2000  4929
   102]",33.275,"Ja",10.0,"10.12.2020","Why did they have to mess the launch up so bad? This game is soo damn good after the bug fixes. 10/10

all the quest are voiced and indepth

the main story is great

the side stories is great

Only complaint is the lack of head ware my char wants to wear","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","17.03.2022","Metacritic","","2024-01-25T17:43:15.283961Z",""
"Ja","no","Nein","Ja","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",80.95238095238096,29758148,"17120","","","Empfohlen","10 von 10","2024-01-24T15:43:23.667902Z","","Cyberpunk 2077","Cyberpunk 2077 is an open-world, action-adventure story set in Night City, a megalopolis obsessed with power, glamour and body modification. Assume the role of V, a mercenary outlaw going after a one-of-a-kind implant that is the key to immortality. You can customize your character’s cyberware, skillset and playstyle, and explore a vast city where the choices you make shape the story and the world around you. Become a cyberpunk, an urban mercenary equipped with cybernetic enhancements and build your legend on the streets of Night City. Take the riskiest job of your life and go after a prototype implant that is the key to immortality.","Cyberpunk 2077","",89822469,"[  101  2339  2106  2027  2031  2000  6752  1996  4888  2039  2061  2919
  1029  2023  2208  2003 17111  4365  2204  2044  1996 11829  8081  2229
  1012  2184  1013  2184  2035  1996  8795  2024  6126  1998 27427 23606
  2232  1996  2364  2466  2003  2307  1996  2217  3441  2003  2307  2069
 12087  2003  1996  3768  1997  2132 16283  2026 25869  4122  2000  4929
   102]",51.624,"Ja",10.0,"10.12.2020","Why did they have to mess the launch up so bad? This game is soo damn good after the bug fixes. 10/10

all the quest are voiced and indepth

the main story is great

the side stories is great

Only complaint is the lack of head ware my char wants to wear","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","17.03.2022","Metacritic","","2024-01-24T15:43:23.667932Z",""
"Nein","yes","Nein","Nein","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",80.95238095238095,29833749,"14445",199.0,200.0,"Nicht empfohlen","Nicht empfohlen","2024-01-25T23:39:26.618400Z",1.0,"Frostpunk","Frostpunk is the first society survival game. As the ruler of the last city on Earth, it is your duty to manage both its citizens and infrastructure. What decisions will you make to ensure your society's survival? What will you do when pushed to breaking point? Who will you become in the process?","Frostpunk",False,89822470,"[  101  2023  2003  2126  2000  2524  1010  2004  1037  2711  2040 15646
  7876  1998  2025  2725  2477  2004  2027  2272  2023  2208  3475  1005
  1056  2005  2033  1012 26661  3240  2191  1037  2126  2000  4748  9103
 14083  1996  4487 26989 20464  3723  1997  1996  2208  1006  4066  1997
  2066  1037  5541  5549  1007   102]",28.454,"Ja","","24.04.2018","this is way to hard, as a person who enjoys farming and not doing things as they come this game isn't for me. mabey make a way to adjuast the difficlty of the game (sort of like a creative mode)","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","06.03.2022 07:33:44","Steam",False,"2024-01-25T23:39:26.618415Z",True
"Nein","no","Nein","Nein","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",80.95238095238095,29826016,"17156",199.0,200.0,"Nicht empfohlen","Nicht empfohlen","2024-01-25T17:43:49.365761Z",1.0,"Frostpunk","Frostpunk is the first society survival game. As the ruler of the last city on Earth, it is your duty to manage both its citizens and infrastructure. What decisions will you make to ensure your society's survival? What will you do when pushed to breaking point? Who will you become in the process?","Frostpunk",False,89822470,"[  101  2023  2003  2126  2000  2524  1010  2004  1037  2711  2040 15646
  7876  1998  2025  2725  2477  2004  2027  2272  2023  2208  3475  1005
  1056  2005  2033  1012 26661  3240  2191  1037  2126  2000  4748  9103
 14083  1996  4487 26989 20464  3723  1997  1996  2208  1006  4066  1997
  2066  1037  5541  5549  1007   102]",33.059,"Ja","","24.04.2018","this is way to hard, as a person who enjoys farming and not doing things as they come this game isn't for me. mabey make a way to adjuast the difficlty of the game (sort of like a creative mode)","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","06.03.2022 07:33:44","Steam",False,"2024-01-25T17:43:49.365779Z",True
"Nein","yes","Nein","Ja","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",80.95238095238095,29758184,"17120",199.0,200.0,"Nicht empfohlen","Nicht empfohlen","2024-01-24T15:43:59.216088Z",1.0,"Frostpunk","Frostpunk is the first society survival game. As the ruler of the last city on Earth, it is your duty to manage both its citizens and infrastructure. What decisions will you make to ensure your society's survival? What will you do when pushed to breaking point? Who will you become in the process?","Frostpunk",False,89822470,"[  101  2023  2003  2126  2000  2524  1010  2004  1037  2711  2040 15646
  7876  1998  2025  2725  2477  2004  2027  2272  2023  2208  3475  1005
  1056  2005  2033  1012 26661  3240  2191  1037  2126  2000  4748  9103
 14083  1996  4487 26989 20464  3723  1997  1996  2208  1006  4066  1997
  2066  1037  5541  5549  1007   102]",34.58,"Ja","","24.04.2018","this is way to hard, as a person who enjoys farming and not doing things as they come this game isn't for me. mabey make a way to adjuast the difficlty of the game (sort of like a creative mode)","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","06.03.2022 07:33:44","Steam",False,"2024-01-24T15:43:59.216110Z",True
"Nein","no","Nein","Nein","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",90.47619047619047,29833752,"14445",187.0,243.0,"Nicht empfohlen","Nicht empfohlen","2024-01-25T23:39:45.161475Z",0.0,"Thronebreaker: The Witcher Tales","Discover a brand new RPG from the creators of The Witcher 3: Wild Hunt. Facing an imminent invasion, Meve — war-veteran and Queen of Lyria and Rivia — is forced to once again enter the warpath and set out on a dark journey of destruction and revenge.","Thronebreaker: The Witcher Tales",False,89822471,"[  101  2009  1005  1055  1037 11989  2208  2025  1037  4003  2208   102]",17.516,"Ja","","09.11.2018","it's a puzzle game not a card game","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","12.03.2022 08:15:53","Steam",False,"2024-01-25T23:39:45.161493Z",True
"Nein","no","Nein","Nein","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",90.47619047619047,29826019,"17156",187.0,243.0,"Nicht empfohlen","Nicht empfohlen","2024-01-25T17:44:10.517306Z",0.0,"Thronebreaker: The Witcher Tales","Discover a brand new RPG from the creators of The Witcher 3: Wild Hunt. Facing an imminent invasion, Meve — war-veteran and Queen of Lyria and Rivia — is forced to once again enter the warpath and set out on a dark journey of destruction and revenge.","Thronebreaker: The Witcher Tales",False,89822471,"[  101  2009  1005  1055  1037 11989  2208  2025  1037  4003  2208   102]",20.12,"Ja","","09.11.2018","it's a puzzle game not a card game","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","12.03.2022 08:15:53","Steam",False,"2024-01-25T17:44:10.517323Z",True
"Nein","no","Nein","Ja","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",90.47619047619047,29758204,"17120",187.0,243.0,"Nicht empfohlen","Nicht empfohlen","2024-01-24T15:44:19.477575Z",0.0,"Thronebreaker: The Witcher Tales","Discover a brand new RPG from the creators of The Witcher 3: Wild Hunt. Facing an imminent invasion, Meve — war-veteran and Queen of Lyria and Rivia — is forced to once again enter the warpath and set out on a dark journey of destruction and revenge.","Thronebreaker: The Witcher Tales",False,89822471,"[  101  2009  1005  1055  1037 11989  2208  2025  1037  4003  2208   102]",19.007,"Ja","","09.11.2018","it's a puzzle game not a card game","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","12.03.2022 08:15:53","Steam",False,"2024-01-24T15:44:19.477599Z",True
"Nein","no","Nein","Nein","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",90.47619047619047,29833758,"14445",5969.0,6051.0,"Empfohlen","Empfohlen","2024-01-25T23:40:00.587794Z",0.0,"Cyberpunk 2077","Cyberpunk 2077 is an open-world, action-adventure RPG set in the dark future of Night City — a dangerous megalopolis obsessed with power, glamor, and ceaseless body modification.","Cyberpunk 2077",False,89822472,"[  101  2009  1005  1055  2272  1037  2146  2126  2144  4888  1010  1998
 25925  2026 14246  2226  2013  1037 21875  2015  2000  1037 24559  2692
  3084  2023  2028  1997  1996  2087  3376  2399  2006  1996  3006  1012
  1996  2466  5683  2066  2009  2038  8465  1998  1045  4033  1005  1056
  2042  1999  2026  5683  2066  2023  2144 16428  2099  2475  1012   102]",14.413,"Ja","","09.12.2020","It's come a long way since launch, and upgrading my gpu from a 1650S to a 3070 makes this one of the most beautiful games on the market. The story feels like it has consequences and I haven't been in my feels like this since RDR2.","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","07.03.2022 17:49:12","Steam",True,"2024-01-25T23:40:00.587808Z",True
"Nein","no","Nein","Nein","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",90.47619047619047,29826031,"17156",5969.0,6051.0,"Empfohlen","Empfohlen","2024-01-25T17:44:49.964848Z",0.0,"Cyberpunk 2077","Cyberpunk 2077 is an open-world, action-adventure RPG set in the dark future of Night City — a dangerous megalopolis obsessed with power, glamor, and ceaseless body modification.","Cyberpunk 2077",False,89822472,"[  101  2009  1005  1055  2272  1037  2146  2126  2144  4888  1010  1998
 25925  2026 14246  2226  2013  1037 21875  2015  2000  1037 24559  2692
  3084  2023  2028  1997  1996  2087  3376  2399  2006  1996  3006  1012
  1996  2466  5683  2066  2009  2038  8465  1998  1045  4033  1005  1056
  2042  1999  2026  5683  2066  2023  2144 16428  2099  2475  1012   102]",38.446,"Ja","","09.12.2020","It's come a long way since launch, and upgrading my gpu from a 1650S to a 3070 makes this one of the most beautiful games on the market. The story feels like it has consequences and I haven't been in my feels like this since RDR2.","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","07.03.2022 17:49:12","Steam",True,"2024-01-25T17:44:49.964866Z",True
"Nein","no","Nein","Ja","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",90.47619047619047,29758245,"17120",5969.0,6051.0,"Empfohlen","Empfohlen","2024-01-24T15:45:03.138170Z",0.0,"Cyberpunk 2077","Cyberpunk 2077 is an open-world, action-adventure RPG set in the dark future of Night City — a dangerous megalopolis obsessed with power, glamor, and ceaseless body modification.","Cyberpunk 2077",False,89822472,"[  101  2009  1005  1055  2272  1037  2146  2126  2144  4888  1010  1998
 25925  2026 14246  2226  2013  1037 21875  2015  2000  1037 24559  2692
  3084  2023  2028  1997  1996  2087  3376  2399  2006  1996  3006  1012
  1996  2466  5683  2066  2009  2038  8465  1998  1045  4033  1005  1056
  2042  1999  2026  5683  2066  2023  2144 16428  2099  2475  1012   102]",42.686,"Ja","","09.12.2020","It's come a long way since launch, and upgrading my gpu from a 1650S to a 3070 makes this one of the most beautiful games on the market. The story feels like it has consequences and I haven't been in my feels like this since RDR2.","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","07.03.2022 17:49:12","Steam",True,"2024-01-24T15:45:03.138188Z",True
