project,annotation_question,num_reviews_yes,num_reviews_no,annotator_id,num_annotated_reviews,median_lead_time_annotator_in_s,avg_lead_time_annotator_in_s,avg_agreement_annotator
Skyrim - Paid Mods,criticism-praise-ideological,7,14,11478,21,49.82,55.41,71.96
Skyrim - Paid Mods,criticism-praise-political,0,21,11478,21,49.82,55.41,71.96
Skyrim - Paid Mods,is-rating-game-related,2,19,11478,21,49.82,55.41,71.96
Skyrim - Paid Mods,criticism-praise-developer-publisher,20,1,11478,21,49.82,55.41,71.96
Skyrim - Paid Mods,criticism-praise-game-content,8,13,11478,21,49.82,55.41,71.96
Skyrim - Paid Mods,criticism-praise-ideological,14,16,11790,30,42.61,48.21,74.81
Skyrim - Paid Mods,criticism-praise-developer-publisher,23,7,11790,30,42.61,48.21,74.81
Skyrim - Paid Mods,criticism-praise-political,1,29,11790,30,42.61,48.21,74.81
Skyrim - Paid Mods,criticism-praise-game-content,10,20,11790,30,42.61,48.21,74.81
Skyrim - Paid Mods,is-review-bombing,29,1,11790,30,42.61,48.21,74.81
Skyrim - Paid Mods,is-rating-game-related,19,11,11790,30,42.61,48.21,74.81
Skyrim - Paid Mods,is-rating-game-related,0,30,11926,30,45.85,55.93,73.7
Skyrim - Paid Mods,criticism-praise-ideological,4,26,11926,30,45.85,55.93,73.7
Skyrim - Paid Mods,is-review-bombing,30,0,11926,30,45.85,55.93,73.7
Skyrim - Paid Mods,criticism-praise-game-content,13,17,11926,30,45.85,55.93,73.7
Skyrim - Paid Mods,criticism-praise-political,0,30,11926,30,45.85,55.93,73.7
Skyrim - Paid Mods,criticism-praise-developer-publisher,19,11,11926,30,45.85,55.93,73.7
Skyrim - Paid Mods,criticism-praise-game-content,11,19,13430,30,20.34,24.22,71.48
Skyrim - Paid Mods,criticism-praise-ideological,27,3,13430,30,20.34,24.22,71.48
Skyrim - Paid Mods,criticism-praise-developer-publisher,17,13,13430,30,20.34,24.22,71.48
Skyrim - Paid Mods,is-review-bombing,30,0,13430,30,20.34,24.22,71.48
Skyrim - Paid Mods,criticism-praise-political,0,30,13430,30,20.34,24.22,71.48
Skyrim - Paid Mods,is-rating-game-related,30,0,13430,30,20.34,24.22,71.48
Skyrim - Paid Mods,criticism-praise-game-content,2,3,14445,5,28.32,27.53,71.11
Skyrim - Paid Mods,criticism-praise-developer-publisher,4,1,14445,5,28.32,27.53,71.11
Skyrim - Paid Mods,is-review-bombing,5,0,14445,5,28.32,27.53,71.11
Skyrim - Paid Mods,criticism-praise-political,0,5,14445,5,28.32,27.53,71.11
Skyrim - Paid Mods,criticism-praise-ideological,0,5,14445,5,28.32,27.53,71.11
Skyrim - Paid Mods,is-rating-game-related,2,3,14445,5,28.32,27.53,71.11
Skyrim - Paid Mods,is-review-bombing,57,3,15655,60,22.27,26.48,100.0
Skyrim - Paid Mods,criticism-praise-political,0,60,15655,60,22.27,26.48,100.0
Skyrim - Paid Mods,criticism-praise-developer-publisher,29,31,15655,60,22.27,26.48,100.0
Skyrim - Paid Mods,criticism-praise-ideological,11,49,15655,60,22.27,26.48,100.0
Skyrim - Paid Mods,criticism-praise-game-content,43,17,15655,60,22.27,26.48,100.0
Skyrim - Paid Mods,is-rating-game-related,42,18,15655,60,22.27,26.48,100.0
Skyrim - Paid Mods,is-review-bombing,22,12,15657,34,32.14,44.74,84.31
Skyrim - Paid Mods,criticism-praise-ideological,1,33,15657,34,32.14,44.74,84.31
Skyrim - Paid Mods,criticism-praise-developer-publisher,24,10,15657,34,32.14,44.74,84.31
Skyrim - Paid Mods,is-rating-game-related,19,15,15657,34,32.14,44.74,84.31
Skyrim - Paid Mods,criticism-praise-political,1,33,15657,34,32.14,44.74,84.31
Skyrim - Paid Mods,criticism-praise-game-content,25,9,15657,34,32.14,44.74,84.31
Skyrim - Paid Mods,criticism-praise-developer-publisher,17,13,15710,30,41.96,52.47,77.04
Skyrim - Paid Mods,criticism-praise-ideological,24,6,15710,30,41.96,52.47,77.04
Skyrim - Paid Mods,is-review-bombing,27,3,15710,30,41.96,52.47,77.04
Skyrim - Paid Mods,criticism-praise-game-content,12,18,15710,30,41.96,52.47,77.04
Skyrim - Paid Mods,criticism-praise-political,0,30,15710,30,41.96,52.47,77.04
Skyrim - Paid Mods,is-rating-game-related,4,26,15710,30,41.96,52.47,77.04
Skyrim - Paid Mods,criticism-praise-ideological,13,17,16195,30,21.64,42.14,97.78
Skyrim - Paid Mods,is-review-bombing,30,0,16195,30,21.64,42.14,97.78
Skyrim - Paid Mods,criticism-praise-developer-publisher,15,15,16195,30,21.64,42.14,97.78
Skyrim - Paid Mods,is-rating-game-related,6,24,16195,30,21.64,42.14,97.78
Skyrim - Paid Mods,criticism-praise-game-content,15,15,16195,30,21.64,42.14,97.78
Skyrim - Paid Mods,criticism-praise-political,0,30,16195,30,21.64,42.14,97.78
Skyrim - Paid Mods,criticism-praise-game-content,4,11,17568,15,18.72,21.83,72.59
Skyrim - Paid Mods,criticism-praise-developer-publisher,14,1,17568,15,18.72,21.83,72.59
Skyrim - Paid Mods,criticism-praise-ideological,12,3,17568,15,18.72,21.83,72.59
Skyrim - Paid Mods,is-review-bombing,12,3,17568,15,18.72,21.83,72.59
Skyrim - Paid Mods,is-rating-game-related,4,11,17568,15,18.72,21.83,72.59
Skyrim - Paid Mods,criticism-praise-political,0,15,17568,15,18.72,21.83,72.59
Skyrim - Paid Mods,criticism-praise-developer-publisher,12,2,17629,14,39.38,47.85,76.19
Skyrim - Paid Mods,is-rating-game-related,4,10,17629,14,39.38,47.85,76.19
Skyrim - Paid Mods,criticism-praise-game-content,6,8,17629,14,39.38,47.85,76.19
Skyrim - Paid Mods,is-review-bombing,13,1,17629,14,39.38,47.85,76.19
Skyrim - Paid Mods,criticism-praise-ideological,9,5,17629,14,39.38,47.85,76.19
Skyrim - Paid Mods,criticism-praise-political,0,14,17629,14,39.38,47.85,76.19
Skyrim - Paid Mods,criticism-praise-game-content,16,19,17750,35,23.17,35.45,89.52
Skyrim - Paid Mods,criticism-praise-ideological,19,16,17750,35,23.17,35.45,89.52
Skyrim - Paid Mods,is-rating-game-related,11,24,17750,35,23.17,35.45,89.52
Skyrim - Paid Mods,criticism-praise-developer-publisher,30,5,17750,35,23.17,35.45,89.52
Skyrim - Paid Mods,criticism-praise-political,0,35,17750,35,23.17,35.45,89.52
Skyrim - Paid Mods,is-review-bombing,33,2,17750,35,23.17,35.45,89.52
Skyrim - Paid Mods,is-rating-game-related,9,1,17758,10,48.66,68.01,100.0
Skyrim - Paid Mods,criticism-praise-political,0,10,17758,10,48.66,68.01,100.0
Skyrim - Paid Mods,criticism-praise-ideological,5,5,17758,10,48.66,68.01,100.0
Skyrim - Paid Mods,is-review-bombing,10,0,17758,10,48.66,68.01,100.0
Skyrim - Paid Mods,criticism-praise-developer-publisher,9,1,17758,10,48.66,68.01,100.0
Skyrim - Paid Mods,criticism-praise-game-content,8,2,17758,10,48.66,68.01,100.0
Skyrim - Paid Mods,is-review-bombing,30,0,17811,30,18.67,19.42,75.56
Skyrim - Paid Mods,criticism-praise-developer-publisher,30,0,17811,30,18.67,19.42,75.56
Skyrim - Paid Mods,criticism-praise-game-content,15,15,17811,30,18.67,19.42,75.56
Skyrim - Paid Mods,criticism-praise-political,0,30,17811,30,18.67,19.42,75.56
Skyrim - Paid Mods,criticism-praise-ideological,30,0,17811,30,18.67,19.42,75.56
Skyrim - Paid Mods,is-rating-game-related,7,23,17811,30,18.67,19.42,75.56
Skyrim - Paid Mods,criticism-praise-ideological,12,3,17911,15,34.26,46.17,100.0
Skyrim - Paid Mods,is-review-bombing,15,0,17911,15,34.26,46.17,100.0
Skyrim - Paid Mods,criticism-praise-developer-publisher,9,6,17911,15,34.26,46.17,100.0
Skyrim - Paid Mods,criticism-praise-game-content,3,12,17911,15,34.26,46.17,100.0
Skyrim - Paid Mods,criticism-praise-political,0,15,17911,15,34.26,46.17,100.0
Skyrim - Paid Mods,is-rating-game-related,15,0,17911,15,34.26,46.17,100.0
Skyrim - Paid Mods,criticism-praise-ideological,12,3,18232,15,62.59,64.68,72.59
Skyrim - Paid Mods,criticism-praise-political,0,15,18232,15,62.59,64.68,72.59
Skyrim - Paid Mods,criticism-praise-game-content,5,10,18232,15,62.59,64.68,72.59
Skyrim - Paid Mods,is-review-bombing,14,1,18232,15,62.59,64.68,72.59
Skyrim - Paid Mods,is-rating-game-related,3,12,18232,15,62.59,64.68,72.59
Skyrim - Paid Mods,criticism-praise-developer-publisher,14,1,18232,15,62.59,64.68,72.59
Skyrim - Paid Mods,criticism-praise-political,0,29,18236,29,33.24,39.85,74.33
Skyrim - Paid Mods,is-rating-game-related,2,27,18236,29,33.24,39.85,74.33
Skyrim - Paid Mods,criticism-praise-ideological,1,28,18236,29,33.24,39.85,74.33
Skyrim - Paid Mods,criticism-praise-game-content,18,11,18236,29,33.24,39.85,74.33
Skyrim - Paid Mods,criticism-praise-developer-publisher,24,5,18236,29,33.24,39.85,74.33
Skyrim - Paid Mods,is-review-bombing,28,1,18236,29,33.24,39.85,74.33
Skyrim - Paid Mods,criticism-praise-political,0,20,18248,20,40.47,52.59,75.0
Skyrim - Paid Mods,criticism-praise-developer-publisher,15,5,18248,20,40.47,52.59,75.0
Skyrim - Paid Mods,is-rating-game-related,4,16,18248,20,40.47,52.59,75.0
Skyrim - Paid Mods,criticism-praise-game-content,5,15,18248,20,40.47,52.59,75.0
Skyrim - Paid Mods,is-review-bombing,20,0,18248,20,40.47,52.59,75.0
Skyrim - Paid Mods,criticism-praise-ideological,0,20,18248,20,40.47,52.59,75.0
Skyrim - Paid Mods,is-review-bombing,15,0,18440,15,32.53,48.69,70.37
Skyrim - Paid Mods,is-rating-game-related,6,9,18440,15,32.53,48.69,70.37
Skyrim - Paid Mods,criticism-praise-game-content,6,9,18440,15,32.53,48.69,70.37
Skyrim - Paid Mods,criticism-praise-ideological,12,3,18440,15,32.53,48.69,70.37
Skyrim - Paid Mods,criticism-praise-developer-publisher,11,4,18440,15,32.53,48.69,70.37
Skyrim - Paid Mods,criticism-praise-political,0,15,18440,15,32.53,48.69,70.37
Skyrim - Paid Mods,is-rating-game-related,10,0,19069,10,56.07,65.83,72.22
Skyrim - Paid Mods,criticism-praise-game-content,6,4,19069,10,56.07,65.83,72.22
Skyrim - Paid Mods,criticism-praise-ideological,8,2,19069,10,56.07,65.83,72.22
Skyrim - Paid Mods,criticism-praise-political,0,10,19069,10,56.07,65.83,72.22
Skyrim - Paid Mods,is-review-bombing,10,0,19069,10,56.07,65.83,72.22
Skyrim - Paid Mods,criticism-praise-developer-publisher,8,2,19069,10,56.07,65.83,72.22
Skyrim - Paid Mods,is-rating-game-related,2,8,19146,10,20.06,28.94,85.56
Skyrim - Paid Mods,criticism-praise-game-content,2,8,19146,10,20.06,28.94,85.56
Skyrim - Paid Mods,criticism-praise-ideological,10,0,19146,10,20.06,28.94,85.56
Skyrim - Paid Mods,is-review-bombing,10,0,19146,10,20.06,28.94,85.56
Skyrim - Paid Mods,criticism-praise-political,2,8,19146,10,20.06,28.94,85.56
Skyrim - Paid Mods,criticism-praise-developer-publisher,6,4,19146,10,20.06,28.94,85.56
Skyrim - Paid Mods,criticism-praise-game-content,17,3,19561,20,28.94,33.33,100.0
Skyrim - Paid Mods,criticism-praise-developer-publisher,13,7,19561,20,28.94,33.33,100.0
Skyrim - Paid Mods,is-rating-game-related,14,6,19561,20,28.94,33.33,100.0
Skyrim - Paid Mods,is-review-bombing,19,1,19561,20,28.94,33.33,100.0
Skyrim - Paid Mods,criticism-praise-ideological,0,20,19561,20,28.94,33.33,100.0
Skyrim - Paid Mods,criticism-praise-political,0,20,19561,20,28.94,33.33,100.0
Assassin's Creed Unity,is-review-bombing,2,13,9365,15,26.85,30.09,90.37
Assassin's Creed Unity,criticism-praise-game-content,14,1,9365,15,26.85,30.09,90.37
Assassin's Creed Unity,is-rating-game-related,14,1,9365,15,26.85,30.09,90.37
Assassin's Creed Unity,criticism-praise-political,0,15,9365,15,26.85,30.09,90.37
Assassin's Creed Unity,criticism-praise-ideological,1,14,9365,15,26.85,30.09,90.37
Assassin's Creed Unity,criticism-praise-developer-publisher,3,12,9365,15,26.85,30.09,90.37
Assassin's Creed Unity,criticism-praise-game-content,22,8,9368,30,21.48,26.87,95.19
Assassin's Creed Unity,is-rating-game-related,9,21,9368,30,21.48,26.87,95.19
Assassin's Creed Unity,criticism-praise-political,0,30,9368,30,21.48,26.87,95.19
Assassin's Creed Unity,criticism-praise-ideological,0,30,9368,30,21.48,26.87,95.19
Assassin's Creed Unity,is-review-bombing,13,17,9368,30,21.48,26.87,95.19
Assassin's Creed Unity,criticism-praise-developer-publisher,6,24,9368,30,21.48,26.87,95.19
Assassin's Creed Unity,is-rating-game-related,22,11,9627,33,36.58,48.05,95.96
Assassin's Creed Unity,is-review-bombing,16,17,9627,33,36.58,48.05,95.96
Assassin's Creed Unity,criticism-praise-game-content,24,9,9627,33,36.58,48.05,95.96
Assassin's Creed Unity,criticism-praise-developer-publisher,3,30,9627,33,36.58,48.05,95.96
Assassin's Creed Unity,criticism-praise-political,2,31,9627,33,36.58,48.05,95.96
Assassin's Creed Unity,criticism-praise-ideological,23,10,9627,33,36.58,48.05,95.96
Assassin's Creed Unity,is-review-bombing,0,20,9754,20,14.98,24.94,93.33
Assassin's Creed Unity,criticism-praise-game-content,19,1,9754,20,14.98,24.94,93.33
Assassin's Creed Unity,is-rating-game-related,19,1,9754,20,14.98,24.94,93.33
Assassin's Creed Unity,criticism-praise-political,0,20,9754,20,14.98,24.94,93.33
Assassin's Creed Unity,criticism-praise-ideological,6,14,9754,20,14.98,24.94,93.33
Assassin's Creed Unity,criticism-praise-developer-publisher,0,20,9754,20,14.98,24.94,93.33
Assassin's Creed Unity,is-rating-game-related,18,2,10389,20,28.07,30.74,100.0
Assassin's Creed Unity,criticism-praise-ideological,6,14,10389,20,28.07,30.74,100.0
Assassin's Creed Unity,criticism-praise-developer-publisher,6,14,10389,20,28.07,30.74,100.0
Assassin's Creed Unity,criticism-praise-political,0,20,10389,20,28.07,30.74,100.0
Assassin's Creed Unity,is-review-bombing,7,13,10389,20,28.07,30.74,100.0
Assassin's Creed Unity,criticism-praise-game-content,16,4,10389,20,28.07,30.74,100.0
Assassin's Creed Unity,is-review-bombing,7,13,11478,20,44.45,52.35,79.44
Assassin's Creed Unity,criticism-praise-ideological,4,16,11478,20,44.45,52.35,79.44
Assassin's Creed Unity,criticism-praise-political,0,20,11478,20,44.45,52.35,79.44
Assassin's Creed Unity,is-rating-game-related,17,3,11478,20,44.45,52.35,79.44
Assassin's Creed Unity,criticism-praise-developer-publisher,5,15,11478,20,44.45,52.35,79.44
Assassin's Creed Unity,criticism-praise-game-content,18,2,11478,20,44.45,52.35,79.44
Assassin's Creed Unity,criticism-praise-ideological,25,5,11790,30,38.82,42.73,74.81
Assassin's Creed Unity,criticism-praise-developer-publisher,15,15,11790,30,38.82,42.73,74.81
Assassin's Creed Unity,criticism-praise-political,3,27,11790,30,38.82,42.73,74.81
Assassin's Creed Unity,criticism-praise-game-content,23,7,11790,30,38.82,42.73,74.81
Assassin's Creed Unity,is-review-bombing,13,17,11790,30,38.82,42.73,74.81
Assassin's Creed Unity,is-rating-game-related,22,8,11790,30,38.82,42.73,74.81
Assassin's Creed Unity,is-rating-game-related,29,1,11926,30,20.14,38.07,82.59
Assassin's Creed Unity,criticism-praise-ideological,1,29,11926,30,20.14,38.07,82.59
Assassin's Creed Unity,is-review-bombing,2,28,11926,30,20.14,38.07,82.59
Assassin's Creed Unity,criticism-praise-game-content,29,1,11926,30,20.14,38.07,82.59
Assassin's Creed Unity,criticism-praise-political,0,30,11926,30,20.14,38.07,82.59
Assassin's Creed Unity,criticism-praise-developer-publisher,4,26,11926,30,20.14,38.07,82.59
Assassin's Creed Unity,criticism-praise-game-content,27,3,13430,30,14.48,18.42,85.93
Assassin's Creed Unity,criticism-praise-ideological,0,30,13430,30,14.48,18.42,85.93
Assassin's Creed Unity,criticism-praise-developer-publisher,6,24,13430,30,14.48,18.42,85.93
Assassin's Creed Unity,is-review-bombing,10,20,13430,30,14.48,18.42,85.93
Assassin's Creed Unity,criticism-praise-political,1,29,13430,30,14.48,18.42,85.93
Assassin's Creed Unity,is-rating-game-related,28,2,13430,30,14.48,18.42,85.93
Assassin's Creed Unity,criticism-praise-game-content,4,1,14445,5,32.25,34.44,73.33
Assassin's Creed Unity,criticism-praise-developer-publisher,0,5,14445,5,32.25,34.44,73.33
Assassin's Creed Unity,is-review-bombing,0,5,14445,5,32.25,34.44,73.33
Assassin's Creed Unity,criticism-praise-political,0,5,14445,5,32.25,34.44,73.33
Assassin's Creed Unity,criticism-praise-ideological,2,3,14445,5,32.25,34.44,73.33
Assassin's Creed Unity,is-rating-game-related,5,0,14445,5,32.25,34.44,73.33
Assassin's Creed Unity,is-review-bombing,15,43,15655,58,16.09,21.69,100.0
Assassin's Creed Unity,criticism-praise-political,0,58,15655,58,16.09,21.69,100.0
Assassin's Creed Unity,criticism-praise-developer-publisher,8,50,15655,58,16.09,21.69,100.0
Assassin's Creed Unity,criticism-praise-ideological,3,55,15655,58,16.09,21.69,100.0
Assassin's Creed Unity,criticism-praise-game-content,48,10,15655,58,16.09,21.69,100.0
Assassin's Creed Unity,is-rating-game-related,52,6,15655,58,16.09,21.69,100.0
Assassin's Creed Unity,is-review-bombing,19,15,15657,34,15.53,30.47,89.54
Assassin's Creed Unity,criticism-praise-ideological,3,31,15657,34,15.53,30.47,89.54
Assassin's Creed Unity,criticism-praise-developer-publisher,13,21,15657,34,15.53,30.47,89.54
Assassin's Creed Unity,is-rating-game-related,20,14,15657,34,15.53,30.47,89.54
Assassin's Creed Unity,criticism-praise-political,3,31,15657,34,15.53,30.47,89.54
Assassin's Creed Unity,criticism-praise-game-content,21,13,15657,34,15.53,30.47,89.54
Assassin's Creed Unity,criticism-praise-developer-publisher,6,24,15710,30,13.97,30.19,80.0
Assassin's Creed Unity,criticism-praise-ideological,7,23,15710,30,13.97,30.19,80.0
Assassin's Creed Unity,is-review-bombing,11,19,15710,30,13.97,30.19,80.0
Assassin's Creed Unity,criticism-praise-game-content,23,7,15710,30,13.97,30.19,80.0
Assassin's Creed Unity,criticism-praise-political,0,30,15710,30,13.97,30.19,80.0
Assassin's Creed Unity,is-rating-game-related,22,8,15710,30,13.97,30.19,80.0
Assassin's Creed Unity,criticism-praise-ideological,2,28,16195,30,16.19,19.37,95.19
Assassin's Creed Unity,is-review-bombing,13,17,16195,30,16.19,19.37,95.19
Assassin's Creed Unity,criticism-praise-developer-publisher,6,24,16195,30,16.19,19.37,95.19
Assassin's Creed Unity,is-rating-game-related,22,8,16195,30,16.19,19.37,95.19
Assassin's Creed Unity,criticism-praise-game-content,22,8,16195,30,16.19,19.37,95.19
Assassin's Creed Unity,criticism-praise-political,0,30,16195,30,16.19,19.37,95.19
Assassin's Creed Unity,criticism-praise-game-content,10,5,17568,15,12.86,18.12,85.19
Assassin's Creed Unity,criticism-praise-developer-publisher,3,12,17568,15,12.86,18.12,85.19
Assassin's Creed Unity,criticism-praise-ideological,0,15,17568,15,12.86,18.12,85.19
Assassin's Creed Unity,is-review-bombing,3,12,17568,15,12.86,18.12,85.19
Assassin's Creed Unity,is-rating-game-related,9,6,17568,15,12.86,18.12,85.19
Assassin's Creed Unity,criticism-praise-political,0,15,17568,15,12.86,18.12,85.19
Assassin's Creed Unity,criticism-praise-developer-publisher,1,14,17629,15,17.9,21.31,87.41
Assassin's Creed Unity,is-rating-game-related,11,4,17629,15,17.9,21.31,87.41
Assassin's Creed Unity,criticism-praise-game-content,12,3,17629,15,17.9,21.31,87.41
Assassin's Creed Unity,is-review-bombing,2,13,17629,15,17.9,21.31,87.41
Assassin's Creed Unity,criticism-praise-ideological,1,14,17629,15,17.9,21.31,87.41
Assassin's Creed Unity,criticism-praise-political,0,15,17629,15,17.9,21.31,87.41
Assassin's Creed Unity,criticism-praise-game-content,29,6,17750,35,18.01,33.24,89.21
Assassin's Creed Unity,criticism-praise-ideological,0,35,17750,35,18.01,33.24,89.21
Assassin's Creed Unity,is-rating-game-related,30,5,17750,35,18.01,33.24,89.21
Assassin's Creed Unity,criticism-praise-developer-publisher,18,17,17750,35,18.01,33.24,89.21
Assassin's Creed Unity,criticism-praise-political,9,26,17750,35,18.01,33.24,89.21
Assassin's Creed Unity,is-review-bombing,9,26,17750,35,18.01,33.24,89.21
Assassin's Creed Unity,is-rating-game-related,8,1,17758,9,60.65,72.56,100.0
Assassin's Creed Unity,criticism-praise-political,0,9,17758,9,60.65,72.56,100.0
Assassin's Creed Unity,criticism-praise-ideological,7,2,17758,9,60.65,72.56,100.0
Assassin's Creed Unity,is-review-bombing,0,9,17758,9,60.65,72.56,100.0
Assassin's Creed Unity,criticism-praise-developer-publisher,1,8,17758,9,60.65,72.56,100.0
Assassin's Creed Unity,criticism-praise-game-content,8,1,17758,9,60.65,72.56,100.0
Assassin's Creed Unity,is-review-bombing,5,25,17811,30,13.46,15.48,79.26
Assassin's Creed Unity,criticism-praise-developer-publisher,8,22,17811,30,13.46,15.48,79.26
Assassin's Creed Unity,criticism-praise-game-content,28,2,17811,30,13.46,15.48,79.26
Assassin's Creed Unity,criticism-praise-political,1,29,17811,30,13.46,15.48,79.26
Assassin's Creed Unity,criticism-praise-ideological,2,28,17811,30,13.46,15.48,79.26
Assassin's Creed Unity,is-rating-game-related,28,2,17811,30,13.46,15.48,79.26
Assassin's Creed Unity,criticism-praise-ideological,9,5,17911,14,55.54,65.74,100.0
Assassin's Creed Unity,is-review-bombing,7,7,17911,14,55.54,65.74,100.0
Assassin's Creed Unity,criticism-praise-developer-publisher,5,9,17911,14,55.54,65.74,100.0
Assassin's Creed Unity,criticism-praise-game-content,9,5,17911,14,55.54,65.74,100.0
Assassin's Creed Unity,criticism-praise-political,1,13,17911,14,55.54,65.74,100.0
Assassin's Creed Unity,is-rating-game-related,11,3,17911,14,55.54,65.74,100.0
Assassin's Creed Unity,criticism-praise-ideological,1,14,18232,15,26.96,35.44,85.19
Assassin's Creed Unity,criticism-praise-political,0,15,18232,15,26.96,35.44,85.19
Assassin's Creed Unity,criticism-praise-game-content,10,5,18232,15,26.96,35.44,85.19
Assassin's Creed Unity,is-review-bombing,3,12,18232,15,26.96,35.44,85.19
Assassin's Creed Unity,is-rating-game-related,10,5,18232,15,26.96,35.44,85.19
Assassin's Creed Unity,criticism-praise-developer-publisher,3,12,18232,15,26.96,35.44,85.19
Assassin's Creed Unity,criticism-praise-political,0,30,18236,30,28.01,35.02,88.89
Assassin's Creed Unity,is-rating-game-related,26,4,18236,30,28.01,35.02,88.89
Assassin's Creed Unity,criticism-praise-ideological,2,28,18236,30,28.01,35.02,88.89
Assassin's Creed Unity,criticism-praise-game-content,27,3,18236,30,28.01,35.02,88.89
Assassin's Creed Unity,criticism-praise-developer-publisher,8,22,18236,30,28.01,35.02,88.89
Assassin's Creed Unity,is-review-bombing,3,27,18236,30,28.01,35.02,88.89
Assassin's Creed Unity,criticism-praise-political,0,20,18248,20,19.56,25.85,88.33
Assassin's Creed Unity,criticism-praise-developer-publisher,3,17,18248,20,19.56,25.85,88.33
Assassin's Creed Unity,is-rating-game-related,19,1,18248,20,19.56,25.85,88.33
Assassin's Creed Unity,criticism-praise-game-content,19,1,18248,20,19.56,25.85,88.33
Assassin's Creed Unity,is-review-bombing,6,14,18248,20,19.56,25.85,88.33
Assassin's Creed Unity,criticism-praise-ideological,1,19,18248,20,19.56,25.85,88.33
Assassin's Creed Unity,is-review-bombing,8,7,18440,15,27.64,30.31,81.48
Assassin's Creed Unity,is-rating-game-related,13,2,18440,15,27.64,30.31,81.48
Assassin's Creed Unity,criticism-praise-game-content,13,2,18440,15,27.64,30.31,81.48
Assassin's Creed Unity,criticism-praise-ideological,9,6,18440,15,27.64,30.31,81.48
Assassin's Creed Unity,criticism-praise-developer-publisher,3,12,18440,15,27.64,30.31,81.48
Assassin's Creed Unity,criticism-praise-political,2,13,18440,15,27.64,30.31,81.48
Assassin's Creed Unity,is-rating-game-related,8,2,19069,10,22.17,28.44,86.67
Assassin's Creed Unity,criticism-praise-game-content,9,1,19069,10,22.17,28.44,86.67
Assassin's Creed Unity,criticism-praise-ideological,2,8,19069,10,22.17,28.44,86.67
Assassin's Creed Unity,criticism-praise-political,1,9,19069,10,22.17,28.44,86.67
Assassin's Creed Unity,is-review-bombing,4,6,19069,10,22.17,28.44,86.67
Assassin's Creed Unity,criticism-praise-developer-publisher,4,6,19069,10,22.17,28.44,86.67
Assassin's Creed Unity,is-rating-game-related,7,3,19146,10,27.01,42.22,74.44
Assassin's Creed Unity,criticism-praise-game-content,4,6,19146,10,27.01,42.22,74.44
Assassin's Creed Unity,criticism-praise-ideological,4,6,19146,10,27.01,42.22,74.44
