project,annotation_question,num_reviews_yes,num_reviews_no,annotator_id,num_annotated_reviews,avg_lead_time_annotator_in_s,avg_agreement_annotator
Skyrim - Paid Mods,is-review-bombing,30,0,17811,30,19.42,72.78
Skyrim - Paid Mods,criticism-praise-ideological,30,0,17811,30,19.42,72.78
Skyrim - Paid Mods,criticism-praise-game-content,15,15,17811,30,19.42,72.78
Skyrim - Paid Mods,is-review-bombing,15,0,17911,15,46.17,100.0
Skyrim - Paid Mods,criticism-praise-ideological,12,3,17911,15,46.17,100.0
Skyrim - Paid Mods,criticism-praise-political,0,15,17911,15,46.17,100.0
Skyrim - Paid Mods,criticism-praise-developer-publisher,9,6,17911,15,46.17,100.0
Skyrim - Paid Mods,criticism-praise-game-content,3,12,17911,15,46.17,100.0
Skyrim - Paid Mods,is-rating-game-related,15,0,17911,15,46.17,100.0
Skyrim - Paid Mods,is-rating-game-related,4,11,18232,15,64.68,72.59
Skyrim - Paid Mods,criticism-praise-political,0,15,18232,15,64.68,72.59
Skyrim - Paid Mods,criticism-praise-game-content,4,11,18232,15,64.68,72.59
Skyrim - Paid Mods,criticism-praise-ideological,14,1,18232,15,64.68,72.59
Skyrim - Paid Mods,is-review-bombing,14,1,18232,15,64.68,72.59
Skyrim - Paid Mods,criticism-praise-developer-publisher,14,1,18232,15,64.68,72.59
Skyrim - Paid Mods,is-rating-game-related,2,28,18236,30,39.12,67.78
Skyrim - Paid Mods,criticism-praise-game-content,19,11,18236,30,39.12,67.78
Skyrim - Paid Mods,criticism-praise-developer-publisher,25,5,18236,30,39.12,67.78
Skyrim - Paid Mods,criticism-praise-political,0,30,18236,30,39.12,67.78
Skyrim - Paid Mods,criticism-praise-ideological,1,29,18236,30,39.12,67.78
Skyrim - Paid Mods,is-review-bombing,29,1,18236,30,39.12,67.78
Skyrim - Paid Mods,criticism-praise-developer-publisher,15,5,18248,20,52.59,75.0
Skyrim - Paid Mods,is-rating-game-related,5,15,18248,20,52.59,75.0
Skyrim - Paid Mods,criticism-praise-game-content,5,15,18248,20,52.59,75.0
Skyrim - Paid Mods,criticism-praise-political,0,20,18248,20,52.59,75.0
Skyrim - Paid Mods,is-review-bombing,20,0,18248,20,52.59,75.0
Skyrim - Paid Mods,criticism-praise-ideological,1,19,18248,20,52.59,75.0
Skyrim - Paid Mods,criticism-praise-game-content,7,8,18440,15,48.69,70.37
Skyrim - Paid Mods,criticism-praise-developer-publisher,13,2,18440,15,48.69,70.37
Skyrim - Paid Mods,is-rating-game-related,7,8,18440,15,48.69,70.37
Skyrim - Paid Mods,is-review-bombing,15,0,18440,15,48.69,70.37
Skyrim - Paid Mods,criticism-praise-ideological,14,1,18440,15,48.69,70.37
Skyrim - Paid Mods,criticism-praise-political,0,15,18440,15,48.69,70.37
Assassin's Creed Unity,is-review-bombing,2,13,9365,15,30.09,90.74
Assassin's Creed Unity,criticism-praise-ideological,1,14,9365,15,30.09,90.74
Assassin's Creed Unity,criticism-praise-developer-publisher,3,12,9365,15,30.09,90.74
Assassin's Creed Unity,criticism-praise-game-content,14,1,9365,15,30.09,90.74
Assassin's Creed Unity,criticism-praise-political,0,15,9365,15,30.09,90.74
Assassin's Creed Unity,is-rating-game-related,14,1,9365,15,30.09,90.74
Assassin's Creed Unity,criticism-praise-developer-publisher,6,24,9368,30,26.87,95.56
Assassin's Creed Unity,criticism-praise-ideological,0,30,9368,30,26.87,95.56
Assassin's Creed Unity,criticism-praise-political,0,30,9368,30,26.87,95.56
Assassin's Creed Unity,is-rating-game-related,6,24,9368,30,26.87,95.56
Assassin's Creed Unity,criticism-praise-game-content,22,8,9368,30,26.87,95.56
Assassin's Creed Unity,is-review-bombing,14,16,9368,30,26.87,95.56
Assassin's Creed Unity,criticism-praise-ideological,25,10,9627,35,46.19,100.0
Assassin's Creed Unity,criticism-praise-political,2,33,9627,35,46.19,100.0
Assassin's Creed Unity,criticism-praise-game-content,26,9,9627,35,46.19,100.0
Assassin's Creed Unity,is-review-bombing,17,18,9627,35,46.19,100.0
Assassin's Creed Unity,criticism-praise-developer-publisher,3,32,9627,35,46.19,100.0
Assassin's Creed Unity,is-rating-game-related,23,12,9627,35,46.19,100.0
Assassin's Creed Unity,criticism-praise-developer-publisher,0,20,9754,20,24.94,93.33
Assassin's Creed Unity,criticism-praise-political,0,20,9754,20,24.94,93.33
Assassin's Creed Unity,criticism-praise-ideological,6,14,9754,20,24.94,93.33
Assassin's Creed Unity,is-review-bombing,0,20,9754,20,24.94,93.33
Assassin's Creed Unity,is-rating-game-related,19,1,9754,20,24.94,93.33
Assassin's Creed Unity,criticism-praise-game-content,19,1,9754,20,24.94,93.33
Assassin's Creed Unity,criticism-praise-developer-publisher,6,14,10389,20,30.74,100.0
Assassin's Creed Unity,criticism-praise-political,0,20,10389,20,30.74,100.0
Assassin's Creed Unity,is-rating-game-related,18,2,10389,20,30.74,100.0
Assassin's Creed Unity,is-review-bombing,7,13,10389,20,30.74,100.0
Assassin's Creed Unity,criticism-praise-game-content,17,3,10389,20,30.74,100.0
Assassin's Creed Unity,criticism-praise-ideological,6,14,10389,20,30.74,100.0
Assassin's Creed Unity,criticism-praise-developer-publisher,5,10,11478,15,53.24,81.48
Assassin's Creed Unity,is-review-bombing,6,9,11478,15,53.24,81.48
Assassin's Creed Unity,criticism-praise-game-content,13,2,11478,15,53.24,81.48
Assassin's Creed Unity,is-rating-game-related,12,3,11478,15,53.24,81.48
Assassin's Creed Unity,criticism-praise-ideological,4,11,11478,15,53.24,81.48
Assassin's Creed Unity,criticism-praise-political,0,15,11478,15,53.24,81.48
Assassin's Creed Unity,is-review-bombing,13,16,11790,29,41.66,67.82
Assassin's Creed Unity,criticism-praise-ideological,24,5,11790,29,41.66,67.82
Assassin's Creed Unity,criticism-praise-developer-publisher,14,15,11790,29,41.66,67.82
Assassin's Creed Unity,criticism-praise-game-content,22,7,11790,29,41.66,67.82
Assassin's Creed Unity,criticism-praise-political,3,26,11790,29,41.66,67.82
Assassin's Creed Unity,is-rating-game-related,21,8,11790,29,41.66,67.82
Assassin's Creed Unity,is-rating-game-related,29,1,13430,30,18.42,85.74
Assassin's Creed Unity,criticism-praise-ideological,0,30,13430,30,18.42,85.74
Assassin's Creed Unity,is-review-bombing,10,20,13430,30,18.42,85.74
Assassin's Creed Unity,criticism-praise-political,1,29,13430,30,18.42,85.74
Assassin's Creed Unity,criticism-praise-developer-publisher,6,24,13430,30,18.42,85.74
Assassin's Creed Unity,criticism-praise-game-content,27,3,13430,30,18.42,85.74
Assassin's Creed Unity,criticism-praise-ideological,2,58,15655,60,21.25,100.0
Assassin's Creed Unity,criticism-praise-political,0,60,15655,60,21.25,100.0
Assassin's Creed Unity,is-rating-game-related,53,7,15655,60,21.25,100.0
Assassin's Creed Unity,criticism-praise-developer-publisher,8,52,15655,60,21.25,100.0
Assassin's Creed Unity,criticism-praise-game-content,50,10,15655,60,21.25,100.0
Assassin's Creed Unity,is-review-bombing,16,44,15655,60,21.25,100.0
Assassin's Creed Unity,criticism-praise-game-content,12,3,15657,15,34.26,100.0
Assassin's Creed Unity,criticism-praise-political,2,13,15657,15,34.26,100.0
Assassin's Creed Unity,criticism-praise-developer-publisher,5,10,15657,15,34.26,100.0
Assassin's Creed Unity,is-review-bombing,12,3,15657,15,34.26,100.0
Assassin's Creed Unity,is-rating-game-related,11,4,15657,15,34.26,100.0
Assassin's Creed Unity,criticism-praise-ideological,1,14,15657,15,34.26,100.0
Assassin's Creed Unity,criticism-praise-game-content,2,1,15710,3,34.24,85.19
Assassin's Creed Unity,criticism-praise-political,0,3,15710,3,34.24,85.19
Assassin's Creed Unity,is-review-bombing,2,1,15710,3,34.24,85.19
Assassin's Creed Unity,is-rating-game-related,1,2,15710,3,34.24,85.19
Assassin's Creed Unity,criticism-praise-developer-publisher,1,2,15710,3,34.24,85.19
Assassin's Creed Unity,criticism-praise-ideological,1,2,15710,3,34.24,85.19
Assassin's Creed Unity,criticism-praise-developer-publisher,4,26,16195,30,19.37,95.56
Assassin's Creed Unity,criticism-praise-political,0,30,16195,30,19.37,95.56
Assassin's Creed Unity,is-review-bombing,13,17,16195,30,19.37,95.56
Assassin's Creed Unity,criticism-praise-game-content,22,8,16195,30,19.37,95.56
Assassin's Creed Unity,criticism-praise-ideological,2,28,16195,30,19.37,95.56
Assassin's Creed Unity,is-rating-game-related,21,9,16195,30,19.37,95.56
Assassin's Creed Unity,criticism-praise-ideological,0,15,17568,15,18.12,92.22
Assassin's Creed Unity,is-review-bombing,3,12,17568,15,18.12,92.22
Assassin's Creed Unity,criticism-praise-political,0,15,17568,15,18.12,92.22
Assassin's Creed Unity,is-rating-game-related,9,6,17568,15,18.12,92.22
Assassin's Creed Unity,criticism-praise-game-content,11,4,17568,15,18.12,92.22
Assassin's Creed Unity,criticism-praise-developer-publisher,3,12,17568,15,18.12,92.22
Assassin's Creed Unity,is-review-bombing,2,13,17629,15,21.31,90.74
Assassin's Creed Unity,criticism-praise-political,0,15,17629,15,21.31,90.74
Assassin's Creed Unity,is-rating-game-related,11,4,17629,15,21.31,90.74
Assassin's Creed Unity,criticism-praise-developer-publisher,1,14,17629,15,21.31,90.74
Assassin's Creed Unity,criticism-praise-game-content,12,3,17629,15,21.31,90.74
Assassin's Creed Unity,criticism-praise-ideological,1,14,17629,15,21.31,90.74
Assassin's Creed Unity,criticism-praise-game-content,29,6,17750,35,33.24,85.24
Assassin's Creed Unity,criticism-praise-ideological,0,35,17750,35,33.24,85.24
Assassin's Creed Unity,is-review-bombing,9,26,17750,35,33.24,85.24
Assassin's Creed Unity,criticism-praise-political,9,26,17750,35,33.24,85.24
Assassin's Creed Unity,criticism-praise-developer-publisher,23,12,17750,35,33.24,85.24
Assassin's Creed Unity,is-rating-game-related,30,5,17750,35,33.24,85.24
Assassin's Creed Unity,criticism-praise-ideological,7,3,17758,10,67.71,100.0
Assassin's Creed Unity,criticism-praise-political,1,9,17758,10,67.71,100.0
Assassin's Creed Unity,is-rating-game-related,8,2,17758,10,67.71,100.0
Assassin's Creed Unity,criticism-praise-developer-publisher,1,9,17758,10,67.71,100.0
Assassin's Creed Unity,is-review-bombing,0,10,17758,10,67.71,100.0
Assassin's Creed Unity,criticism-praise-game-content,8,2,17758,10,67.71,100.0
Assassin's Creed Unity,criticism-praise-political,3,27,17811,30,15.48,81.67
Assassin's Creed Unity,is-rating-game-related,30,0,17811,30,15.48,81.67
Assassin's Creed Unity,criticism-praise-developer-publisher,9,21,17811,30,15.48,81.67
Assassin's Creed Unity,is-review-bombing,5,25,17811,30,15.48,81.67
Assassin's Creed Unity,criticism-praise-ideological,4,26,17811,30,15.48,81.67
Assassin's Creed Unity,criticism-praise-game-content,30,0,17811,30,15.48,81.67
Assassin's Creed Unity,is-review-bombing,8,7,17911,15,62.58,100.0
Assassin's Creed Unity,criticism-praise-ideological,10,5,17911,15,62.58,100.0
Assassin's Creed Unity,criticism-praise-political,1,14,17911,15,62.58,100.0
Assassin's Creed Unity,criticism-praise-developer-publisher,5,10,17911,15,62.58,100.0
Assassin's Creed Unity,criticism-praise-game-content,9,6,17911,15,62.58,100.0
Assassin's Creed Unity,is-rating-game-related,11,4,17911,15,62.58,100.0
Assassin's Creed Unity,is-rating-game-related,10,5,18232,15,35.44,92.22
Assassin's Creed Unity,criticism-praise-political,0,15,18232,15,35.44,92.22
Assassin's Creed Unity,criticism-praise-game-content,10,5,18232,15,35.44,92.22
Assassin's Creed Unity,criticism-praise-ideological,2,13,18232,15,35.44,92.22
Assassin's Creed Unity,is-review-bombing,3,12,18232,15,35.44,92.22
Assassin's Creed Unity,criticism-praise-developer-publisher,4,11,18232,15,35.44,92.22
Assassin's Creed Unity,is-rating-game-related,26,4,18236,30,35.02,90.37
Assassin's Creed Unity,criticism-praise-game-content,27,3,18236,30,35.02,90.37
Assassin's Creed Unity,criticism-praise-developer-publisher,8,22,18236,30,35.02,90.37
Assassin's Creed Unity,criticism-praise-political,0,30,18236,30,35.02,90.37
Assassin's Creed Unity,criticism-praise-ideological,2,28,18236,30,35.02,90.37
Assassin's Creed Unity,is-review-bombing,3,27,18236,30,35.02,90.37
Assassin's Creed Unity,criticism-praise-developer-publisher,3,17,18248,20,25.85,86.39
Assassin's Creed Unity,is-rating-game-related,19,1,18248,20,25.85,86.39
Assassin's Creed Unity,criticism-praise-game-content,19,1,18248,20,25.85,86.39
Assassin's Creed Unity,criticism-praise-political,0,20,18248,20,25.85,86.39
Assassin's Creed Unity,is-review-bombing,6,14,18248,20,25.85,86.39
Assassin's Creed Unity,criticism-praise-ideological,1,19,18248,20,25.85,86.39
Assassin's Creed Unity,criticism-praise-game-content,13,2,18440,15,30.31,81.48
Assassin's Creed Unity,criticism-praise-developer-publisher,3,12,18440,15,30.31,81.48
Assassin's Creed Unity,is-rating-game-related,13,2,18440,15,30.31,81.48
Assassin's Creed Unity,is-review-bombing,8,7,18440,15,30.31,81.48
Assassin's Creed Unity,criticism-praise-ideological,9,6,18440,15,30.31,81.48
Assassin's Creed Unity,criticism-praise-political,2,13,18440,15,30.31,81.48
Firewatch,is-review-bombing,6,9,9365,15,34.25,86.3
Firewatch,criticism-praise-ideological,4,11,9365,15,34.25,86.3
Firewatch,criticism-praise-developer-publisher,6,9,9365,15,34.25,86.3
Firewatch,criticism-praise-game-content,13,2,9365,15,34.25,86.3
Firewatch,criticism-praise-political,2,13,9365,15,34.25,86.3
Firewatch,is-rating-game-related,14,1,9365,15,34.25,86.3
Firewatch,criticism-praise-developer-publisher,19,11,9368,30,20.44,96.67
Firewatch,criticism-praise-ideological,18,12,9368,30,20.44,96.67
Firewatch,criticism-praise-political,0,30,9368,30,20.44,96.67
Firewatch,is-rating-game-related,11,19,9368,30,20.44,96.67
Firewatch,criticism-praise-game-content,20,10,9368,30,20.44,96.67
Firewatch,is-review-bombing,19,11,9368,30,20.44,96.67
Firewatch,criticism-praise-ideological,27,8,9627,35,45.69,100.0
Firewatch,criticism-praise-political,5,30,9627,35,45.69,100.0
Firewatch,criticism-praise-game-content,19,16,9627,35,45.69,100.0
Firewatch,is-review-bombing,25,10,9627,35,45.69,100.0
Firewatch,criticism-praise-developer-publisher,20,15,9627,35,45.69,100.0
Firewatch,is-rating-game-related,18,17,9627,35,45.69,100.0
Firewatch,criticism-praise-developer-publisher,10,10,9754,20,20.85,86.67
Firewatch,criticism-praise-political,1,19,9754,20,20.85,86.67
Firewatch,criticism-praise-ideological,5,15,9754,20,20.85,86.67
Firewatch,is-review-bombing,10,10,9754,20,20.85,86.67
Firewatch,is-rating-game-related,17,3,9754,20,20.85,86.67
Firewatch,criticism-praise-game-content,17,3,9754,20,20.85,86.67
Firewatch,criticism-praise-developer-publisher,12,8,10389,20,14.18,100.0
Firewatch,criticism-praise-political,1,19,10389,20,14.18,100.0
Firewatch,is-rating-game-related,14,6,10389,20,14.18,100.0
Firewatch,is-review-bombing,9,11,10389,20,14.18,100.0
Firewatch,criticism-praise-game-content,16,4,10389,20,14.18,100.0
Firewatch,criticism-praise-ideological,10,10,10389,20,14.18,100.0
Firewatch,criticism-praise-developer-publisher,6,10,11478,16,42.76,75.69
Firewatch,is-review-bombing,12,4,11478,16,42.76,75.69
Firewatch,criticism-praise-game-content,12,4,11478,16,42.76,75.69
Firewatch,is-rating-game-related,4,12,11478,16,42.76,75.69
Firewatch,criticism-praise-ideological,5,11,11478,16,42.76,75.69
Firewatch,criticism-praise-political,1,15,11478,16,42.76,75.69
Firewatch,is-review-bombing,19,11,11790,30,52.38,71.67
Firewatch,criticism-praise-ideological,24,6,11790,30,52.38,71.67
Firewatch,criticism-praise-developer-publisher,19,11,11790,30,52.38,71.67
Firewatch,criticism-praise-game-content,22,8,11790,30,52.38,71.67
Firewatch,criticism-praise-political,5,25,11790,30,52.38,71.67
Firewatch,is-rating-game-related,27,3,11790,30,52.38,71.67
Firewatch,is-rating-game-related,16,14,13430,30,22.53,79.81
Firewatch,criticism-praise-ideological,19,11,13430,30,22.53,79.81
Firewatch,is-review-bombing,23,7,13430,30,22.53,79.81
Firewatch,criticism-praise-political,3,27,13430,30,22.53,79.81
Firewatch,criticism-praise-developer-publisher,17,13,13430,30,22.53,79.81
Firewatch,criticism-praise-game-content,22,8,13430,30,22.53,79.81
Firewatch,criticism-praise-ideological,13,47,15655,60,23.6,100.0
Firewatch,criticism-praise-political,1,59,15655,60,23.6,100.0
Firewatch,is-rating-game-related,49,11,15655,60,23.6,100.0
Firewatch,criticism-praise-developer-publisher,30,30,15655,60,23.6,100.0
Firewatch,criticism-praise-game-content,49,11,15655,60,23.6,100.0
Firewatch,is-review-bombing,30,30,15655,60,23.6,100.0
Firewatch,criticism-praise-game-content,14,1,15657,15,38.69,100.0
Firewatch,criticism-praise-political,3,12,15657,15,38.69,100.0
Firewatch,criticism-praise-developer-publisher,8,7,15657,15,38.69,100.0
Firewatch,is-review-bombing,12,3,15657,15,38.69,100.0
Firewatch,is-rating-game-related,12,3,15657,15,38.69,100.0
Firewatch,criticism-praise-ideological,6,9,15657,15,38.69,100.0
Firewatch,criticism-praise-game-content,1,0,15710,1,,88.89
Firewatch,criticism-praise-political,0,1,15710,1,,88.89
Firewatch,is-review-bombing,0,1,15710,1,,88.89
Firewatch,is-rating-game-related,1,0,15710,1,,88.89
Firewatch,criticism-praise-developer-publisher,0,1,15710,1,,88.89
Firewatch,criticism-praise-ideological,1,0,15710,1,,88.89
Firewatch,criticism-praise-developer-publisher,20,10,16195,30,25.47,96.67
Firewatch,criticism-praise-political,2,28,16195,30,25.47,96.67
Firewatch,is-review-bombing,20,10,16195,30,25.47,96.67
Firewatch,criticism-praise-game-content,23,7,16195,30,25.47,96.67
Firewatch,criticism-praise-ideological,10,20,16195,30,25.47,96.67
Firewatch,is-rating-game-related,14,16,16195,30,25.47,96.67
Firewatch,criticism-praise-ideological,7,8,17568,15,22.38,77.78
Firewatch,is-review-bombing,8,7,17568,15,22.38,77.78
Firewatch,criticism-praise-political,3,12,17568,15,22.38,77.78
Firewatch,is-rating-game-related,9,6,17568,15,22.38,77.78
Firewatch,criticism-praise-game-content,10,5,17568,15,22.38,77.78
Firewatch,criticism-praise-developer-publisher,10,5,17568,15,22.38,77.78
Firewatch,is-review-bombing,9,6,17629,15,28.83,84.07
Firewatch,criticism-praise-political,3,12,17629,15,28.83,84.07
Firewatch,is-rating-game-related,9,6,17629,15,28.83,84.07
Firewatch,criticism-praise-developer-publisher,9,6,17629,15,28.83,84.07
Firewatch,criticism-praise-game-content,13,2,17629,15,28.83,84.07
Firewatch,criticism-praise-ideological,12,3,17629,15,28.83,84.07
Firewatch,criticism-praise-game-content,24,11,17750,35,26.72,90.48
Firewatch,criticism-praise-ideological,27,8,17750,35,26.72,90.48
Firewatch,is-review-bombing,27,8,17750,35,26.72,90.48
Firewatch,criticism-praise-political,0,35,17750,35,26.72,90.48
Firewatch,criticism-praise-developer-publisher,26,9,17750,35,26.72,90.48
Firewatch,is-rating-game-related,18,17,17750,35,26.72,90.48
Firewatch,criticism-praise-ideological,9,1,17758,10,57.04,100.0
Firewatch,criticism-praise-political,2,8,17758,10,57.04,100.0
Firewatch,is-rating-game-related,7,3,17758,10,57.04,100.0
Firewatch,criticism-praise-developer-publisher,7,3,17758,10,57.04,100.0
Firewatch,is-review-bombing,7,3,17758,10,57.04,100.0
Firewatch,criticism-praise-game-content,8,2,17758,10,57.04,100.0
Firewatch,criticism-praise-political,16,14,17811,30,14.43,79.44
Firewatch,is-rating-game-related,17,13,17811,30,14.43,79.44
Firewatch,criticism-praise-developer-publisher,16,14,17811,30,14.43,79.44
Firewatch,is-review-bombing,17,13,17811,30,14.43,79.44
Firewatch,criticism-praise-ideological,17,13,17811,30,14.43,79.44
