project,id,game_name_display,review,review_date,combined_rating,agreement,annotator,lead_time,annotation_created_at,annotation_updated_at,is-review-bombing,is-rating-game-related,criticism-praise-game-content,criticism-praise-developer-publisher,criticism-praise-ideological,criticism-praise-political,review_bomb_reason,review_bomb_type,source,rating,input_ids,review_length
Borderlands - Epic Store,91872215,Borderlands 2,"Man this series is good... too bad you can't complete the series as is.. gotta d/l a loser platform that believes in exclusives. What losers! No point to get into this series, you don't get to finish it unless you switch platforms, just like in politics, you made change with you vote, with gaming, you vote with you wallet, so do it now, avoid this so that Epic loses the fight with loser exclusives.",07.04.2019 03:20:13,Nicht empfohlen,50.0,18232,52.912,2024-02-22T13:38:46.931893Z,2024-02-22T13:38:46.931913Z,Ja,Nein,Ja,Ja,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[  101  2158  2023  2186  2003  2204  1012  1012  1012  2205  2919  2017
  2064  1005  1056  3143  1996  2186  2004  2003  1012  1012 10657  1040
  1013  1048  1037 10916  4132  2008  7164  1999  7262  2015  1012  2054
 23160   999  2053  2391  2000  2131  2046  2023  2186  1010  2017  2123
  1005  1056  2131  2000  3926  2009  4983  2017  6942  7248  1010  2074
  2066  1999  4331  1010  2017  2081  2689  2007  2017  3789  1010  2007
 10355  1010  2017  3789  2007  2017 15882  1010  2061  2079  2009  2085
  1010  4468  2023  2061  2008  8680 12386  1996  2954  2007 10916  7262
  2015  1012   102]",192
Borderlands - Epic Store,91872215,Borderlands 2,"Man this series is good... too bad you can't complete the series as is.. gotta d/l a loser platform that believes in exclusives. What losers! No point to get into this series, you don't get to finish it unless you switch platforms, just like in politics, you made change with you vote, with gaming, you vote with you wallet, so do it now, avoid this so that Epic loses the fight with loser exclusives.",07.04.2019 03:20:13,Nicht empfohlen,50.0,17568,19.896,2024-02-08T10:00:20.186686Z,2024-02-08T10:00:20.186703Z,Ja,Nein,Nein,Ja,Ja,Ja,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[  101  2158  2023  2186  2003  2204  1012  1012  1012  2205  2919  2017
  2064  1005  1056  3143  1996  2186  2004  2003  1012  1012 10657  1040
  1013  1048  1037 10916  4132  2008  7164  1999  7262  2015  1012  2054
 23160   999  2053  2391  2000  2131  2046  2023  2186  1010  2017  2123
  1005  1056  2131  2000  3926  2009  4983  2017  6942  7248  1010  2074
  2066  1999  4331  1010  2017  2081  2689  2007  2017  3789  1010  2007
 10355  1010  2017  3789  2007  2017 15882  1010  2061  2079  2009  2085
  1010  4468  2023  2061  2008  8680 12386  1996  2954  2007 10916  7262
  2015  1012   102]",192
Borderlands - Epic Store,91872216,Borderlands 2,"Thanks Epic Store, 2k and Randy for making me write a bad review about my favourite game of all time, you just made me hate you all for the rest of my life. Time to save 60$ and travel to Black Sea yarr! harr!",04.04.2019 22:49:07,Nicht empfohlen,33.33333333333333,18232,80.046,2024-02-22T13:40:07.859111Z,2024-02-22T13:40:07.859130Z,Ja,Ja,Ja,Ja,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[  101  4283  8680  3573  1010  1016  2243  1998  9744  2005  2437  2033
  4339  1037  2919  3319  2055  2026  8837  2208  1997  2035  2051  1010
  2017  2074  2081  2033  5223  2017  2035  2005  1996  2717  1997  2026
  2166  1012  2051  2000  3828  3438  1002  1998  3604  2000  2304  2712
  8038 12171   999  5292 12171   999   102]",110
Borderlands - Epic Store,91872216,Borderlands 2,"Thanks Epic Store, 2k and Randy for making me write a bad review about my favourite game of all time, you just made me hate you all for the rest of my life. Time to save 60$ and travel to Black Sea yarr! harr!",04.04.2019 22:49:07,Nicht empfohlen,33.33333333333333,17568,10.144,2024-02-08T10:00:31.119282Z,2024-02-08T10:00:31.119303Z,Ja,Nein,Nein,Ja,Ja,Ja,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[  101  4283  8680  3573  1010  1016  2243  1998  9744  2005  2437  2033
  4339  1037  2919  3319  2055  2026  8837  2208  1997  2035  2051  1010
  2017  2074  2081  2033  5223  2017  2035  2005  1996  2717  1997  2026
  2166  1012  2051  2000  3828  3438  1002  1998  3604  2000  2304  2712
  8038 12171   999  5292 12171   999   102]",110
Borderlands - Epic Store,91872217,Borderlands: The Pre-Sequel,Randy Pitchfork is a menace to gamers everywhere. Rise up gamers!,09.04.2019 19:43:18,Nicht empfohlen,66.66666666666666,18232,8.631,2024-02-22T13:40:17.467447Z,2024-02-22T13:40:17.467468Z,Ja,Nein,Nein,Ja,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[  101  9744 22355  2003  1037 19854  2000 27911  2015  7249  1012  4125
  2039 27911  2015   999   102]",31
Borderlands - Epic Store,91872217,Borderlands: The Pre-Sequel,Randy Pitchfork is a menace to gamers everywhere. Rise up gamers!,09.04.2019 19:43:18,Nicht empfohlen,66.66666666666666,17568,10.23,2024-02-08T10:00:42.158780Z,2024-02-08T10:00:42.158797Z,Ja,Nein,Nein,Ja,Ja,Ja,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[  101  9744 22355  2003  1037 19854  2000 27911  2015  7249  1012  4125
  2039 27911  2015   999   102]",31
Borderlands - Epic Store,91872218,Borderlands GOTY,Epic ya dun goofed on us,05.04.2019 02:52:23,Nicht empfohlen,83.33333333333334,18232,8.708,2024-02-22T13:40:27.109950Z,2024-02-22T13:40:27.109967Z,Ja,Nein,Nein,Ja,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,[  101  8680  8038 24654 27571 25031  2006  2149   102],15
Borderlands - Epic Store,91872218,Borderlands GOTY,Epic ya dun goofed on us,05.04.2019 02:52:23,Nicht empfohlen,83.33333333333334,17568,53.636,2024-02-08T10:01:36.560433Z,2024-02-08T10:01:36.560459Z,Ja,Nein,Nein,Ja,Ja,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,[  101  8680  8038 24654 27571 25031  2006  2149   102],15
Borderlands - Epic Store,91872219,Borderlands 2,"love the game

Im here for the bandwagon",03.04.2019 19:44:05,Nicht empfohlen,66.66666666666666,18232,60.921,2024-02-22T13:41:28.867305Z,2024-02-22T13:41:28.867322Z,Ja,Ja,Ja,Ja,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,[  101  2293  1996  2208 10047  2182  2005  1996  2316  4213  7446   102],23
Borderlands - Epic Store,91872219,Borderlands 2,"love the game

Im here for the bandwagon",03.04.2019 19:44:05,Nicht empfohlen,66.66666666666666,17568,13.593,2024-02-08T10:01:50.915096Z,2024-02-08T10:01:50.915112Z,Ja,Nein,Nein,Ja,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,[  101  2293  1996  2208 10047  2182  2005  1996  2316  4213  7446   102],23
Borderlands - Epic Store,91872240,Borderlands GOTY,"You deserve this for epic games exclusivity
",04.04.2019 09:38:15,Nicht empfohlen,66.66666666666666,18232,9.407,2024-02-22T13:41:39.130319Z,2024-02-22T13:41:39.130339Z,Ja,Nein,Nein,Ja,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,[  101  2017 10107  2023  2005  8680  2399  4654 20464  2271  7730   102],22
Borderlands - Epic Store,91872240,Borderlands GOTY,"You deserve this for epic games exclusivity
",04.04.2019 09:38:15,Nicht empfohlen,66.66666666666666,17568,21.02,2024-02-09T10:06:34.808771Z,2024-02-09T10:06:34.808793Z,Ja,Nein,Nein,Nein,Ja,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,[  101  2017 10107  2023  2005  8680  2399  4654 20464  2271  7730   102],22
Borderlands - Epic Store,91872241,Borderlands: The Pre-Sequel,"Bland and boring game.
Long empty locations, underwhelming plot, again, after first game, bad guns design. SJW themes.",06.04.2019 03:29:29,Nicht empfohlen,66.66666666666666,18232,21.707,2024-02-22T13:42:01.679829Z,2024-02-22T13:42:01.679848Z,Nein,Ja,Ja,Nein,Nein,Ja,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[  101 20857  1998 11771  2208  1012  2146  4064  5269  1010  2104  2860
 24546  2075  5436  1010  2153  1010  2044  2034  2208  1010  2919  4409
  2640  1012  1055  3501  2860  6991  1012   102]",61
Borderlands - Epic Store,91872241,Borderlands: The Pre-Sequel,"Bland and boring game.
Long empty locations, underwhelming plot, again, after first game, bad guns design. SJW themes.",06.04.2019 03:29:29,Nicht empfohlen,66.66666666666666,17568,17.068,2024-02-09T10:06:52.672905Z,2024-02-09T10:06:52.672929Z,Nein,Ja,Ja,Ja,Ja,Ja,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[  101 20857  1998 11771  2208  1012  2146  4064  5269  1010  2104  2860
 24546  2075  5436  1010  2153  1010  2044  2034  2208  1010  2919  4409
  2640  1012  1055  3501  2860  6991  1012   102]",61
Borderlands - Epic Store,91872242,Borderlands: The Pre-Sequel,"This games mechanics are awful, in particular the zero-gravity mechanic. This is also from an awful publisher.",06.04.2019 01:30:09,Nicht empfohlen,83.33333333333334,18232,50.157,2024-02-22T13:42:52.714938Z,2024-02-22T13:42:52.714961Z,Ja,Ja,Ja,Ja,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[  101  2023  2399  9760  2024  9643  1010  1999  3327  1996  5717  1011
  8992 15893  1012  2023  2003  2036  2013  2019  9643  6674  1012   102]",47
Borderlands - Epic Store,91872242,Borderlands: The Pre-Sequel,"This games mechanics are awful, in particular the zero-gravity mechanic. This is also from an awful publisher.",06.04.2019 01:30:09,Nicht empfohlen,83.33333333333334,17568,11.643,2024-02-09T10:07:05.111398Z,2024-02-09T10:07:05.111420Z,Nein,Ja,Ja,Ja,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[  101  2023  2399  9760  2024  9643  1010  1999  3327  1996  5717  1011
  8992 15893  1012  2023  2003  2036  2013  2019  9643  6674  1012   102]",47
Borderlands - Epic Store,91872243,Borderlands GOTY,The Epic Games Store has nothing to do with Borderlands being a garbage game in the first place.,05.04.2019 03:50:41,Nicht empfohlen,66.66666666666666,18232,28.355,2024-02-22T13:43:21.961676Z,2024-02-22T13:43:21.961695Z,Ja,Ja,Ja,Ja,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[  101  1996  8680  2399  3573  2038  2498  2000  2079  2007  3675  8653
  2108  1037 13044  2208  1999  1996  2034  2173  1012   102]",43
Borderlands - Epic Store,91872243,Borderlands GOTY,The Epic Games Store has nothing to do with Borderlands being a garbage game in the first place.,05.04.2019 03:50:41,Nicht empfohlen,66.66666666666666,17568,14.207,2024-02-09T10:07:20.203279Z,2024-02-09T10:07:20.203298Z,Nein,Ja,Ja,Nein,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[  101  1996  8680  2399  3573  2038  2498  2000  2079  2007  3675  8653
  2108  1037 13044  2208  1999  1996  2034  2173  1012   102]",43
