review_bombing_incident,project,id,game_name_display,review,review_date,rb_start_date,rb_end_date,combined_rating,annotation_certainty,num_annotators,is-review-bombing,is-rating-game-related,criticism-praise-game-content,criticism-praise-developer-publisher,criticism-praise-ideological,criticism-praise-political,review_bomb_reason,review_bomb_type,marked_off_topic,source,rating,input_ids,review_length,last_updated_formatted,weighted_score,helpful_votes,funny_score,comment_count,was_steam_purchase,game_received_for_free,author_id,author_playtime_overall_min,author_playtime_at_review_min,author_num_game_reviews,username,profile_created,profile_visibility,author_num_friends,author_num_owned_games,author_steam_level,profile_url,unhelpful_votes,author_ratings_overall,author_reviews_overall,author_average_score,author_review_distribution,game_description,developers,publishers,critic_score,user_score,num_user_ratings,user_score_distribution,text_cleaned,text_preprocessed
Skyrim-Paid-Mods,Skyrim - Paid Mods,91872623,The Elder Scrolls V: Skyrim,Game is okay. Would not recommend purchasing.,24.04.2015 05:31:00,23.04.2015,01.05.2015,Nicht empfohlen,100.0,1,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,False,Steam,,[  101  2208  2003  3100  1012  2052  2025 16755 13131  1012   102],20,24.04.2015 05:31:00,0.5384615659713745,3.0,0.0,0.0,True,False,7.656119800102594e+16,43334.0,17370.0,6.0,destroyalldreamers,,public,,,,https://steamcommunity.com/id/starsnostars/,,,,,,"EPIC FANTASY REBORN The next chapter in the highly anticipated Elder Scrolls saga arrives from the makers of the 2006 and 2008 Games of the Year, Bethesda Game Studios. Skyrim reimagines and revolutionizes the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose.",['Bethesda Game Studios'],['Bethesda Softworks'],,,,,game is okay. would not recommend purchasing.,game be okay . would not recommend purchase .
Skyrim-Paid-Mods,Skyrim - Paid Mods,91872624,The Elder Scrolls V: Skyrim,"After Oblivion, Bethesda strikes again with a half-cooked open world RPG. The real strength of Skyrim and the such always remained about  fans and modders who were able to polish the base game, fix bugs, doing most of the time a better job than people paid to build the game.
Now, with paid mods, and Bethesda getting a cut on sale (and a heavy one), they can simply do even less, release a poor game that will be fixed by players. For free.
Cherry on top? Bethesda will be paid for others to fix their crap.
You lost yourself a customer, and a long time supporter, idiots! You're the very basic definition of what's wrong in this industry. You make me puke.",25.04.2015 16:45:32,23.04.2015,01.05.2015,Nicht empfohlen,100.0,1,Ja,Ja,Ja,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,False,Steam,,"[  101  2044 24034  1010  7014  2229  2850  9326  2153  2007  1037  2431
  1011 12984  2330  2088 22531  1012  1996  2613  3997  1997  3712 20026
  1998  1996  2107  2467  2815  2055  4599  1998 16913 13375  2040  2020
  2583  2000  3907  1996  2918  2208  1010  8081 12883  1010  2725  2087
  1997  1996  2051  1037  2488  3105  2084  2111  3825  2000  3857  1996
  2208  1012  2085  1010  2007  3825 16913  2015  1010  1998  7014  2229
  2850  2893  1037  3013  2006  5096  1006  1998  1037  3082  2028  1007
  1010  2027  2064  3432  2079  2130  2625  1010  2713  1037  3532  2208
  2008  2097  2022  4964  2011  2867  1012  2005  2489  1012  9115  2006
  2327  1029  7014  2229  2850  2097  2022  3825  2005  2500  2000  8081
  2037 10231  1012  2017  2439  4426  1037  8013  1010  1998  1037  2146
  2051 10129  1010 28781   999  2017  1005  2128  1996  2200  3937  6210
  1997  2054  1005  1055  3308  1999  2023  3068  1012  2017  2191  2033
 16405  3489  1012   102]",309,25.04.2015 16:47:22,0.4913623929023742,28.0,0.0,1.0,False,False,7.656119798255571e+16,41963.0,25860.0,5.0,M.,,public,,,,https://steamcommunity.com/profiles/76561197982555718/,,,,,,"EPIC FANTASY REBORN The next chapter in the highly anticipated Elder Scrolls saga arrives from the makers of the 2006 and 2008 Games of the Year, Bethesda Game Studios. Skyrim reimagines and revolutionizes the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose.",['Bethesda Game Studios'],['Bethesda Softworks'],,,,,"after oblivion, bethesda strikes again with half-cooked open world rpg. the real strength of skyrim and the such always remained about fans and modders who were able to polish the base game, fix bugs, doing most of the time better job than people paid to build the game. now, with paid mods, and bethesda getting cut on sale and heavy one , they can simply do even less, release poor game that will be fixed by players. for free. cherry on top? bethesda will be paid for others to fix their crap. you lost yourself customer, and long time supporter, idiots! you are the very basic definition of what is wrong in this industry. you make me puke.","after oblivion , bethesda strike again with half - cook open world rpg . the real strength of skyrim and the such always remain about fan and modder who be able to polish the base game , fix bug , do most of the time well job than people pay to build the game . now , with pay mod , and bethesda getting cut on sale and heavy one , they can simply do even less , release poor game that will be fix by player . for free . cherry on top ? bethesda will be pay for other to fix their crap . you lose yourself customer , and long time supporter , idiot ! you be the very basic definition of what be wrong in this industry . you make I puke ."
Skyrim-Paid-Mods,Skyrim - Paid Mods,91872625,The Elder Scrolls V: Skyrim,Paid mods go home!,27.04.2015 03:35:56,23.04.2015,01.05.2015,Nicht empfohlen,100.0,1,Ja,Nein,Nein,Nein,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,False,Steam,,[  101  3825 16913  2015  2175  2188   999   102],16,27.04.2015 03:35:56,0.4949094951152801,0.0,0.0,0.0,True,False,7.656119804912666e+16,3456.0,2831.0,6.0,greko,,public,,,,https://steamcommunity.com/id/uberpsyko/,,,,,,"EPIC FANTASY REBORN The next chapter in the highly anticipated Elder Scrolls saga arrives from the makers of the 2006 and 2008 Games of the Year, Bethesda Game Studios. Skyrim reimagines and revolutionizes the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose.",['Bethesda Game Studios'],['Bethesda Softworks'],,,,,paid mods go home!,pay mod go home !
Skyrim-Paid-Mods,Skyrim - Paid Mods,91872626,The Elder Scrolls V: Skyrim,played the original game. buggy and often crashed. then came the mods..made it rainbow-spewingly starstruck awesome. now the game developer wants a cut when people like me only bought the game after viewing all those awesome mods and killing the overall warm fuzzy feeling of community that is friendly and changing it to hostile. great job Beth.. you should also remember it is the community such as nexus and modders such as Fore that makes FNIS made sure to never help pirated gamers when the mods are not working and help to promote against piracy by telling them to buy the game,27.04.2015 08:02:46,23.04.2015,01.05.2015,Nicht empfohlen,100.0,1,Ja,Ja,Ja,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,False,Steam,,"[  101  2209  1996  2434  2208  1012 11829  6292  1998  2411  8007  1012
  2059  2234  1996 16913  2015  1012  1012  2081  2009 10098  1011 11867
  7974 15787  3340 16344 12722 12476  1012  2085  1996  2208  9722  4122
  1037  3013  2043  2111  2066  2033  2069  4149  1996  2208  2044 10523
  2035  2216 12476 16913  2015  1998  4288  1996  3452  4010 18001  3110
  1997  2451  2008  2003  5379  1998  5278  2009  2000 10420  1012  2307
  3105  7014  1012  1012  2017  2323  2036  3342  2009  2003  1996  2451
  2107  2004 26041  1998 16913 13375  2107  2004 18921  2008  3084  1042
  8977  2081  2469  2000  2196  2393 11304  2094 27911  2015  2043  1996
 16913  2015  2024  2025  2551  1998  2393  2000  5326  2114 24386  2011
  4129  2068  2000  4965  1996  2208   102]",233,27.04.2015 08:02:46,0.5057044625282286,4.0,0.0,0.0,False,False,7.656119809091179e+16,22073.0,20019.0,1.0,CosHavoc,09.05.2013 09:39:32,public,,,23.0,https://steamcommunity.com/id/CosHavoc/,,,,,,"EPIC FANTASY REBORN The next chapter in the highly anticipated Elder Scrolls saga arrives from the makers of the 2006 and 2008 Games of the Year, Bethesda Game Studios. Skyrim reimagines and revolutionizes the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose.",['Bethesda Game Studios'],['Bethesda Softworks'],,,,,played the original game. buggy and often crashed. then came the mods.made it rainbow-spewingly starstruck awesome. now the game developer wants cut when people like me only bought the game after viewing all those awesome mods and killing the overall warm fuzzy feeling of community that is friendly and changing it to hostile. great job beth. you should also remember it is the community such as nexus and modders such as fore that makes fnis made sure to never help pirated gamers when the mods are not working and help to promote against piracy by telling them to buy the game,play the original game . buggy and often crash . then come the mods.made it rainbow - spewingly starstruck awesome . now the game developer want cut when people like I only buy the game after view all those awesome mod and kill the overall warm fuzzy feeling of community that be friendly and change it to hostile . great job beth . you should also remember it be the community such as nexus and modder such as fore that make fnis make sure to never help pirate gamer when the mod be not work and help to promote against piracy by tell they to buy the game
Skyrim-Paid-Mods,Skyrim - Paid Mods,91872627,The Elder Scrolls V: Skyrim,"So Bethesda and Valve get together around a table.
They realise that Bethesda games are decent, but they're not amazing. They see that what makes their games so popular are the mods.
Not content to celebrate the contributions modders have made Skyrim's incredibly long life (it's four years old and it's still one of Steam's most popular games), they decide to make a swift buck.
Nobody should be in support of paid mods.
The modders get a terrible deal and the players get a terrible deal.
The only people making real money here are Valve and Bethesda.",27.04.2015,23.04.2015,01.05.2015,Nicht empfohlen,100.0,1,Ja,Ja,Ja,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,False,Metacritic,0.0,"[  101  2061  7014  2229  2850  1998 10764  2131  2362  2105  1037  2795
  1012  2027 19148  2008  7014  2229  2850  2399  2024 11519  1010  2021
  2027  1005  2128  2025  6429  1012  2027  2156  2008  2054  3084  2037
  2399  2061  2759  2024  1996 16913  2015  1012  2025  4180  2000  8439
  1996  5857 16913 13375  2031  2081  3712 20026  1005  1055 11757  2146
  2166  1006  2009  1005  1055  2176  2086  2214  1998  2009  1005  1055
  2145  2028  1997  5492  1005  1055  2087  2759  2399  1007  1010  2027
  5630  2000  2191  1037  9170 10131  1012  6343  2323  2022  1999  2490
  1997  3825 16913  2015  1012  1996 16913 13375  2131  1037  6659  3066
  1998  1996  2867  2131  1037  6659  3066  1012  1996  2069  2111  2437
  2613  2769  2182  2024 10764  1998  7014  2229  2850  1012   102]",249,,,,,,,,,,,1.0,Scipiiouse,,,,,,,,,,0.0,"{'Positive': '0', 'Mixed': '0', 'Negative': '1'}","The next chapter in the Elder Scrolls saga arrives from the Bethesda Game Studios. Skyrim reimagines the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose. Play any type of character you can imagine, and do whatever you want; the legendary freedom of choice, storytelling, and adventure of The Elder Scrolls is realized like never before. Skyrim's new game engine brings to life a complete virtual world with rolling clouds, rugged mountains, bustling cities, lush fields, and ancient dungeons. Choose from hundreds of weapons, spells, and abilities. The new character system allows you to play any way you want and define yourself through your actions. Battle ancient dragons like you've never seen. As Dragonborn, learn their secrets and harness their power for yourself.",,,94.0,8.4,13100.0,"{'Positive': '10.6k', 'Mixed': '1.4k', 'Negative': '1.1k'}","so bethesda and valve get together around table. they realise that bethesda games are decent, but they are not amazing. they see that what makes their games so popular are the mods. not content to celebrate the contributions modders have made skyrim incredibly long life it four years old and it is still one of steam most popular games , they decide to make swift buck. nobody should be in support of paid mods. the modders get terrible deal and the players get terrible deal. the only people making real money here are valve and bethesda.","so bethesda and valve get together around table . they realise that bethesda game be decent , but they be not amazing . they see that what make their game so popular be the mod . not content to celebrate the contribution modder have make skyrim incredibly long life it four year old and it be still one of steam most popular game , they decide to make swift buck . nobody should be in support of pay mod . the modder get terrible deal and the player get terrible deal . the only people make real money here be valve and bethesda ."
Skyrim-Paid-Mods,Skyrim - Paid Mods,91872628,The Elder Scrolls V: Skyrim,PAID MODS GOT TO GO BEFORE THIS SHIT TURNS INTO THE ALAMO,26.04.2015 05:40:21,23.04.2015,01.05.2015,Nicht empfohlen,100.0,1,Ja,Nein,Ja,Nein,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,False,Steam,,"[  101  3825 16913  2015  2288  2000  2175  2077  2023  4485  4332  2046
  1996 26234  2080   102]",30,26.04.2015 05:40:21,0.0,0.0,0.0,0.0,True,False,7.656119796334109e+16,7140.0,7140.0,26.0,Skunk,13.12.2003 09:14:37,public,87.0,,173.0,https://steamcommunity.com/id/skunk2ust/,,,,,,"EPIC FANTASY REBORN The next chapter in the highly anticipated Elder Scrolls saga arrives from the makers of the 2006 and 2008 Games of the Year, Bethesda Game Studios. Skyrim reimagines and revolutionizes the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose.",['Bethesda Game Studios'],['Bethesda Softworks'],,,,,paid mods got to go before this shit turns into the alamo,pay mod get to go before this shit turn into the alamo
Skyrim-Paid-Mods,Skyrim - Paid Mods,91872629,The Elder Scrolls V: Skyrim,"Mods brought a vast game to life. Between the split of the money, and the sudden massive split in the community, this was one of the worst ideas I've seen executed.",27.04.2015,23.04.2015,01.05.2015,Nicht empfohlen,100.0,1,Ja,Ja,Ja,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,False,Metacritic,0.0,"[  101 16913  2015  2716  1037  6565  2208  2000  2166  1012  2090  1996
  3975  1997  1996  2769  1010  1998  1996  5573  5294  3975  1999  1996
  2451  1010  2023  2001  2028  1997  1996  5409  4784  1045  1005  2310
  2464  6472  1012   102]",79,,,,,,,,,,,1.0,herpderper,,,,,,,,,,0.0,"{'Positive': '0', 'Mixed': '0', 'Negative': '1'}","The next chapter in the Elder Scrolls saga arrives from the Bethesda Game Studios. Skyrim reimagines the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose. Play any type of character you can imagine, and do whatever you want; the legendary freedom of choice, storytelling, and adventure of The Elder Scrolls is realized like never before. Skyrim's new game engine brings to life a complete virtual world with rolling clouds, rugged mountains, bustling cities, lush fields, and ancient dungeons. Choose from hundreds of weapons, spells, and abilities. The new character system allows you to play any way you want and define yourself through your actions. Battle ancient dragons like you've never seen. As Dragonborn, learn their secrets and harness their power for yourself.",,,94.0,8.4,13100.0,"{'Positive': '10.6k', 'Mixed': '1.4k', 'Negative': '1.1k'}","mods brought vast game to life. between the split of the money, and the sudden massive split in the community, this was one of the worst ideas have seen executed.","mod bring vast game to life . between the split of the money , and the sudden massive split in the community , this be one of the bad idea have see execute ."
Skyrim-Paid-Mods,Skyrim - Paid Mods,91872630,The Elder Scrolls V: Skyrim,"Pre-Paywall Mods; Yes
Post-Valve/Bethesda Paywall Mods; No
-----------------------
This was a great game, and its stand to see the modding community become fractured for what seems like a money grab.",27.04.2015 05:16:55,23.04.2015,01.05.2015,Nicht empfohlen,55.55555555555555,3,Ja,Nein,Ja,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,False,Steam,,"[  101  3653  1011  3477  9628 16913  2015  1025  2748  2695  1011 10764
  1013  7014  2229  2850  3477  9628 16913  2015  1025  2053  1011  1011
  1011  1011  1011  1011  1011  1011  1011  1011  1011  1011  1011  1011
  1011  1011  1011  1011  1011  1011  1011  1011  1011  2023  2001  1037
  2307  2208  1010  1998  2049  3233  2000  2156  1996 16913  4667  2451
  2468 21726  2005  2054  3849  2066  1037  2769  6723  1012   102]",137,27.04.2015 05:16:55,0.0,0.0,0.0,0.0,True,False,7.656119798242875e+16,10330.0,8856.0,4.0,Doctorwho42,03.05.2006 00:21:37,public,81.0,299.0,16.0,https://steamcommunity.com/id/doctorwho42/,,,,,,"EPIC FANTASY REBORN The next chapter in the highly anticipated Elder Scrolls saga arrives from the makers of the 2006 and 2008 Games of the Year, Bethesda Game Studios. Skyrim reimagines and revolutionizes the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose.",['Bethesda Game Studios'],['Bethesda Softworks'],,,,,"pre-paywall mods; yes post-valve/bethesda paywall mods; no - this was great game, and its stand to see the modding community become fractured for what seems like money grab.","pre - paywall mod ; yes post - valve / bethesda paywall mod ; no - this be great game , and its stand to see the modding community become fractured for what seem like money grab ."
Skyrim-Paid-Mods,Skyrim - Paid Mods,91872631,The Elder Scrolls V: Skyrim,I utterly detest what Valve and Bethesda have done. I refuse to support paid modding. I will continue to download and support mods from NexusMods where donations to mod creators go 100% to the mod creator without some middleman taking their cut.,26.04.2015 16:16:49,23.04.2015,01.05.2015,Nicht empfohlen,77.77777777777777,3,Ja,Nein,Nein,Ja,Ja,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,False,Steam,,"[  101  1045 12580 20010  4355  2054 10764  1998  7014  2229  2850  2031
  2589  1012  1045 10214  2000  2490  3825 16913  4667  1012  1045  2097
  3613  2000  8816  1998  2490 16913  2015  2013 26041  5302  5104  2073
 11440  2000 16913 17277  2175  2531  1003  2000  1996 16913  8543  2302
  2070  2690  2386  2635  2037  3013  1012   102]",101,26.04.2015 16:16:49,0.0,0.0,0.0,0.0,True,False,7.656119804533819e+16,49143.0,48446.0,1.0,Max Kirgan,15.07.2011 02:50:06,public,16.0,,9.0,https://steamcommunity.com/id/max_kirgan/,,,,,,"EPIC FANTASY REBORN The next chapter in the highly anticipated Elder Scrolls saga arrives from the makers of the 2006 and 2008 Games of the Year, Bethesda Game Studios. Skyrim reimagines and revolutionizes the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose.",['Bethesda Game Studios'],['Bethesda Softworks'],,,,,i utterly detest what valve and bethesda have done. refuse to support paid modding. will continue to download and support mods from nexusmods where donations to mod creators go 100% to the mod creator without some middleman taking their cut.,I utterly detest what valve and bethesda have do . refuse to support pay modding . will continue to download and support mod from nexusmod where donation to mod creator go 100 % to the mod creator without some middleman take their cut .
Skyrim-Paid-Mods,Skyrim - Paid Mods,91872632,The Elder Scrolls V: Skyrim,"I bought this game as it builds on the best parts of pc gaming
-Extensive mods
-Free modding
-Long gameplay
Sadly most of it is trashed now. FUCK THIS GAME FUCK PAID MODS.",27.04.2015 12:44:38,23.04.2015,01.05.2015,Nicht empfohlen,77.77777777777779,3,Ja,Ja,Ja,Ja,Ja,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,False,Steam,,"[  101  1045  4149  2023  2208  2004  2009 16473  2006  1996  2190  3033
  1997  7473 10355  1011  4866 16913  2015  1011  2489 16913  4667  1011
  2146 11247 13718  2087  1997  2009  2003 11669  2098  2085  1012  6616
  2023  2208  6616  3825 16913  2015  1012   102]",80,27.04.2015 12:44:38,0.5009671449661254,7.0,0.0,0.0,True,False,7.656119798462853e+16,4454.0,4349.0,4.0,Garydos,29.08.2006 06:04:57,public,158.0,204.0,16.0,https://steamcommunity.com/profiles/76561197984628526/,,,,,,"EPIC FANTASY REBORN The next chapter in the highly anticipated Elder Scrolls saga arrives from the makers of the 2006 and 2008 Games of the Year, Bethesda Game Studios. Skyrim reimagines and revolutionizes the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose.",['Bethesda Game Studios'],['Bethesda Softworks'],,,,,i bought this game as it builds on the best parts of pc gaming -extensive mods -free modding -long gameplay sadly most of it is trashed now. fuck this game fuck paid mods.,I buy this game as it build on the good part of pc gaming -extensive mod -free modding -long gameplay sadly most of it be trash now . fuck this game fuck pay mod .
Skyrim-Paid-Mods,Skyrim - Paid Mods,91872633,The Elder Scrolls V: Skyrim,"The game without mods - 5/10
The game with mods - 11/10
The game with paid mods - 0/10
The paid mods has caused the community to divide, and steam has shown that they can't into quality control.",27.04.2015,23.04.2015,01.05.2015,Nicht empfohlen,77.77777777777777,3,Ja,Ja,Ja,Ja,Ja,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,False,Metacritic,0.0,"[  101  1996  2208  2302 16913  2015  1011  1019  1013  2184  1996  2208
  2007 16913  2015  1011  2340  1013  2184  1996  2208  2007  3825 16913
  2015  1011  1014  1013  2184  1996  3825 16913  2015  2038  3303  1996
  2451  2000 11443  1010  1998  5492  2038  3491  2008  2027  2064  1005
  1056  2046  3737  2491  1012   102]",103,,,,,,,,,,,1.0,fatman696,,,,,,,,,,0.0,"{'Positive': '0', 'Mixed': '0', 'Negative': '1'}","The next chapter in the Elder Scrolls saga arrives from the Bethesda Game Studios. Skyrim reimagines the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose. Play any type of character you can imagine, and do whatever you want; the legendary freedom of choice, storytelling, and adventure of The Elder Scrolls is realized like never before. Skyrim's new game engine brings to life a complete virtual world with rolling clouds, rugged mountains, bustling cities, lush fields, and ancient dungeons. Choose from hundreds of weapons, spells, and abilities. The new character system allows you to play any way you want and define yourself through your actions. Battle ancient dragons like you've never seen. As Dragonborn, learn their secrets and harness their power for yourself.",,,94.0,8.4,13100.0,"{'Positive': '10.6k', 'Mixed': '1.4k', 'Negative': '1.1k'}","the game without mods - 5/10 the game with mods - 11/10 the game with paid mods - 0/10 the paid mods has caused the community to divide, and steam has shown that they cannot into quality control.","the game without mod - 5/10 the game with mod - 11/10 the game with pay mod - 0/10 the pay mod have cause the community to divide , and steam have show that they can not into quality control ."
Skyrim-Paid-Mods,Skyrim - Paid Mods,91872634,The Elder Scrolls V: Skyrim,"I don't know that I'm against paid mods, but the breakdown (25% for mod authors) is bad for both consumers and developers. 
Consequently, that means it's bad for Bethesda and Valve too.",27.04.2015 03:39:48,23.04.2015,01.05.2015,Nicht empfohlen,66.66666666666666,3,Ja,Nein,Nein,Ja,Ja,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,False,Steam,,"[  101  1045  2123  1005  1056  2113  2008  1045  1005  1049  2114  3825
 16913  2015  1010  2021  1996 12554  1006  2423  1003  2005 16913  6048
  1007  2003  2919  2005  2119 10390  1998  9797  1012  8821  1010  2008
  2965  2009  1005  1055  2919  2005  7014  2229  2850  1998 10764  2205
  1012   102]",95,27.04.2015 03:39:48,0.0,0.0,0.0,0.0,True,False,7.65611980253951e+16,3570.0,3174.0,9.0,AggroFrizzy,,public,,,,https://steamcommunity.com/id/AggroFrizzy/,,,,,,"EPIC FANTASY REBORN The next chapter in the highly anticipated Elder Scrolls saga arrives from the makers of the 2006 and 2008 Games of the Year, Bethesda Game Studios. Skyrim reimagines and revolutionizes the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose.",['Bethesda Game Studios'],['Bethesda Softworks'],,,,,"i do not know that am against paid mods, but the breakdown 25% for mod authors is bad for both consumers and developers. consequently, that means it is bad for bethesda and valve too.","I do not know that be against pay mod , but the breakdown 25 % for mod author be bad for both consumer and developer . consequently , that mean it be bad for bethesda and valve too ."
